deal	5.4414163	4.802397	5.763246
study	6.470276	4.2287965	6.171211
afford	6.786979	4.5842195	6.3782063
service	6.8994403	3.7114317	6.760379
height	5.3212748	4.4325643	5.2744527
prospect	7.444007	4.834651	6.1448197
pleasant	7.94958	3.1469188	6.8529196
shade	6.4141245	3.1161613	5.714224
listen	5.0071	4.3542867	5.419562
mighty	5.431406	5.475204	4.8891053
country	6.4104495	4.3000927	5.9432955
title	7.157139	3.728894	5.9356203
choose	5.940006	3.1169758	5.777508
village	6.065641	4.175828	5.325388
acquire	5.904442	4.522354	6.2496424
rank	5.2016354	4.594158	5.611868
bow	5.2822	3.981164	5.2121267
doctor	3.8863275	4.0081987	3.9194603
talent	6.717105	5.019995	6.924514
source	5.7625732	4.808242	5.572984
lead	5.5756755	4.1023235	5.7343326
question	5.339107	4.5775714	5.764768
publish	6.978261	4.1242433	6.0860567
interest	6.495225	5.1953526	6.145754
serve	6.260611	3.7763755	6.0611835
divine	5.8622017	4.8486905	5.3081717
put	4.56099	3.943492	5.0499105
shadow	5.396935	3.118958	4.923429
practical	7.25208	4.1737123	6.7353754
surface	5.5882306	3.4883099	5.125086
account	4.85588	4.7490706	5.316447
loss	3.7966318	4.2605867	4.0497704
indian	5.832551	4.9678392	5.2968283
vine	6.3808365	3.796822	5.216139
certain	5.2877603	4.492153	5.431272
sin	3.0218751	4.7647843	3.5480962
necessity	4.64271	5.266159	5.095572
lose	5.551939	4.670092	5.2427945
private	5.856189	4.022263	5.9329267
gentleman	6.7799826	4.3902354	6.2679453
daughter	6.453535	4.5512667	5.6663003
drive	4.439179	4.7260365	4.6039705
strange	5.0674386	5.0636067	4.9572244
journey	6.1968265	3.827283	5.75072
uncle	6.2751613	4.8514156	5.379514
species	6.068654	4.4644847	5.662435
think	5.8099723	4.726768	5.7366085
bed	5.985375	3.7389681	5.469758
wind	5.6945662	4.48975	5.087305
bless	7.9135933	4.654729	6.5896792
destroy	3.0222552	5.1185913	3.6176782
author	5.966108	4.525396	5.540274
sustain	5.339879	4.517502	5.3298225
black	3.8779235	3.976329	4.0582185
event	5.8540645	5.1663938	5.6312156
liberty	6.937215	4.765024	6.4895544
negro	6.644294	4.2355375	5.136433
little	6.1029367	4.0785027	5.8367596
fortune	6.582634	4.9838557	5.7376413
touch	6.2720222	4.2909822	5.629631
kill	4.148577	5.6025276	4.3825054
feature	6.0064354	4.053656	6.0314274
happiness	7.91008	5.135186	6.524666
assume	5.3938236	3.5823927	5.6285634
notion	5.4547935	5.13709	5.96883
purchase	6.3705845	4.0430574	5.5493865
faithful	7.2804966	3.8358557	7.0296917
soldier	4.6875496	4.536158	5.2627764
father	5.9505	4.386439	5.5300097
narrow	4.374756	3.4342818	4.7049813
great	5.882593	4.567489	5.87114
tear	4.136386	4.733351	4.281729
honorable	5.4522586	3.839233	5.902401
previous	5.539049	4.0263906	5.583716
good	6.5168586	4.54791	6.122152
domestic	6.3021455	4.0585623	5.8888035
glory	6.9466	5.219734	6.0534325
lay	4.998359	4.130575	4.9687777
occasion	4.809082	4.7542186	5.2876887
guard	4.817959	4.624733	5.6064944
whole	5.952652	4.0634775	5.662115
mouth	5.341755	5.0216756	5.1664367
receive	6.7250304	4.80053	6.1666517
take	5.400304	4.2607	5.377686
simple	7.060993	4.6704698	5.960661
error	3.573738	4.8689075	4.543355
wisdom	7.172735	3.7912567	6.058846
rock	5.8044314	4.583671	4.895728
decide	5.9995246	4.431965	6.117441
exclaim	5.600972	5.390603	5.5562816
assure	6.972802	4.471094	6.203606
sign	5.5942817	3.5282583	5.6761007
preserve	6.601139	4.3263144	6.069349
commerce	7.4915104	4.1826596	6.6389093
plant	5.1985784	3.9762502	5.1654673
walk	5.311728	3.5116525	5.5371337
difference	3.7387729	5.1296997	5.065844
hang	4.2969437	4.406747	4.4329963
following	7.4247217	3.8596148	6.5873957
employ	5.670266	4.0626383	5.9476466
