,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_10_SGNS_historicalVAD,0.567,0.0,0.4093,0.0,0.246,0.0136,0.4074
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_11_SGNS_historicalVAD,0.5772,0.0,0.4347,0.0,0.1842,0.0666,0.3987
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_12_SGNS_historicalVAD,0.4315,0.0,0.4509,0.0,0.1878,0.0613,0.3567
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_13_SGNS_historicalVAD,0.5323,0.0,0.371,0.0001,0.2006,0.0454,0.368
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_14_SGNS_historicalVAD,0.547,0.0,0.4264,0.0,0.2268,0.0233,0.4001
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_15_SGNS_historicalVAD,0.543,0.0,0.4396,0.0,0.2091,0.0368,0.3973
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_16_SGNS_historicalVAD,0.5801,0.0,0.4278,0.0,0.1348,0.181,0.3809
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_17_SGNS_historicalVAD,0.5698,0.0,0.3756,0.0001,0.2442,0.0143,0.3965
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_18_SGNS_historicalVAD,0.5039,0.0,0.4423,0.0,0.1636,0.1039,0.3699
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_19_SGNS_historicalVAD,0.5813,0.0,0.5059,0.0,0.1745,0.0825,0.4206
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_1_SGNS_historicalVAD,0.5396,0.0,0.4332,0.0,0.1521,0.1308,0.375
HistoricalVAD\SGNS_LinearRegression\NRC_VAD2000\NRC_VAD_2000_20_SGNS_historicalVAD,0.5528,0.0,0.4761,0.0,0.1495,0.1376,0.3928
