,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_10_SGNS_historicalVAD,0.4975,0.0,0.3618,0.0002,0.0818,0.4183,0.3137
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_11_SGNS_historicalVAD,0.4917,0.0,0.3963,0.0,0.0785,0.4374,0.3222
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_12_SGNS_historicalVAD,0.4948,0.0,0.3869,0.0001,0.096,0.3419,0.3259
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_13_SGNS_historicalVAD,0.4643,0.0,0.4015,0.0,0.094,0.3523,0.3199
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_14_SGNS_historicalVAD,0.5031,0.0,0.3859,0.0001,0.0979,0.3323,0.329
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_15_SGNS_historicalVAD,0.5005,0.0,0.3855,0.0001,0.083,0.4117,0.323
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_16_SGNS_historicalVAD,0.5121,0.0,0.3887,0.0001,0.0991,0.3266,0.3333
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_17_SGNS_historicalVAD,0.4986,0.0,0.3688,0.0002,0.0934,0.3553,0.3203
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_18_SGNS_historicalVAD,0.507,0.0,0.375,0.0001,0.0898,0.3741,0.3239
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_19_SGNS_historicalVAD,0.5171,0.0,0.3808,0.0001,0.0947,0.3489,0.3308
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_1_SGNS_historicalVAD,0.4738,0.0,0.3885,0.0001,0.085,0.4005,0.3158
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_20_SGNS_historicalVAD,0.5195,0.0,0.3834,0.0001,0.0748,0.4598,0.3259
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_21_SGNS_historicalVAD,0.4774,0.0,0.3931,0.0001,0.0871,0.3886,0.3192
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_22_SGNS_historicalVAD,0.4784,0.0,0.3882,0.0001,0.0921,0.3622,0.3196
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_23_SGNS_historicalVAD,0.5129,0.0,0.3869,0.0001,0.0883,0.3824,0.3293
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_24_SGNS_historicalVAD,0.4968,0.0,0.3939,0.0001,0.0879,0.3846,0.3262
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_25_SGNS_historicalVAD,0.4954,0.0,0.388,0.0001,0.0975,0.3347,0.327
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_26_SGNS_historicalVAD,0.4986,0.0,0.3842,0.0001,0.0894,0.3762,0.3241
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_27_SGNS_historicalVAD,0.4742,0.0,0.3819,0.0001,0.0729,0.4709,0.3097
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_28_SGNS_historicalVAD,0.4919,0.0,0.3814,0.0001,0.0954,0.3452,0.3229
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_29_SGNS_historicalVAD,0.4942,0.0,0.3922,0.0001,0.0818,0.4183,0.3227
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_2_SGNS_historicalVAD,0.4906,0.0,0.3937,0.0001,0.0911,0.3671,0.3252
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_30_SGNS_historicalVAD,0.475,0.0,0.3737,0.0001,0.0848,0.4014,0.3112
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_31_SGNS_historicalVAD,0.5081,0.0,0.3737,0.0001,0.0899,0.3739,0.3239
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_32_SGNS_historicalVAD,0.4816,0.0,0.3762,0.0001,0.0902,0.3719,0.316
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_33_SGNS_historicalVAD,0.5101,0.0,0.3819,0.0001,0.0768,0.4479,0.3229
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_34_SGNS_historicalVAD,0.4894,0.0,0.3821,0.0001,0.0848,0.4016,0.3188
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_35_SGNS_historicalVAD,0.4899,0.0,0.3789,0.0001,0.0905,0.3704,0.3198
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_36_SGNS_historicalVAD,0.4785,0.0,0.3723,0.0001,0.0826,0.4138,0.3112
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_37_SGNS_historicalVAD,0.5043,0.0,0.3888,0.0001,0.089,0.3784,0.3274
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_38_SGNS_historicalVAD,0.4755,0.0,0.3927,0.0001,0.0896,0.3752,0.3193
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_39_SGNS_historicalVAD,0.4985,0.0,0.3831,0.0001,0.0864,0.3925,0.3227
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_3_SGNS_historicalVAD,0.4624,0.0,0.3854,0.0001,0.0873,0.3875,0.3117
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_40_SGNS_historicalVAD,0.4962,0.0,0.3861,0.0001,0.0862,0.3936,0.3229
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_41_SGNS_historicalVAD,0.4873,0.0,0.4193,0.0,0.0889,0.3789,0.3319
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_42_SGNS_historicalVAD,0.4836,0.0,0.3904,0.0001,0.087,0.3895,0.3203
HistoricalVAD\SGNS_PaRaSim\NRC_VAD4000\NRC_VAD_4000_43_SGNS_historicalVAD,0.5046,0.0,0.3666,0.0002,0.09,0.3732,0.3204
