,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_10_FastText_historicalVAD,0.5823,0.0,0.3994,0.0,0.251,0.0118,0.4109
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_11_FastText_historicalVAD,0.5395,0.0,0.4647,0.0,0.1915,0.0564,0.3986
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_12_FastText_historicalVAD,0.5445,0.0,0.4554,0.0,0.212,0.0342,0.404
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_13_FastText_historicalVAD,0.5795,0.0,0.4175,0.0,0.2532,0.011,0.4167
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_14_FastText_historicalVAD,0.5258,0.0,0.4031,0.0,0.2416,0.0155,0.3901
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_15_FastText_historicalVAD,0.5633,0.0,0.4163,0.0,0.1961,0.0505,0.3919
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_16_FastText_historicalVAD,0.5436,0.0,0.4195,0.0,0.2085,0.0373,0.3906
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_17_FastText_historicalVAD,0.5618,0.0,0.4269,0.0,0.2176,0.0297,0.4021
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_18_FastText_historicalVAD,0.5713,0.0,0.4364,0.0,0.2042,0.0416,0.4039
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_19_FastText_historicalVAD,0.5306,0.0,0.3805,0.0001,0.2136,0.0328,0.3749
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_1_FastText_historicalVAD,0.5329,0.0,0.4472,0.0,0.1936,0.0537,0.3912
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_20_FastText_historicalVAD,0.5477,0.0,0.4568,0.0,0.1995,0.0466,0.4013
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_21_FastText_historicalVAD,0.5688,0.0,0.489,0.0,0.2351,0.0185,0.431
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_22_FastText_historicalVAD,0.5587,0.0,0.4137,0.0,0.161,0.1096,0.3778
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_23_FastText_historicalVAD,0.5947,0.0,0.4171,0.0,0.23,0.0213,0.4139
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_24_FastText_historicalVAD,0.5658,0.0,0.45,0.0,0.2473,0.0131,0.421
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_25_FastText_historicalVAD,0.5606,0.0,0.378,0.0001,0.2334,0.0194,0.3907
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_26_FastText_historicalVAD,0.5807,0.0,0.4584,0.0,0.2146,0.0321,0.4179
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_27_FastText_historicalVAD,0.534,0.0,0.4523,0.0,0.2166,0.0304,0.401
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_28_FastText_historicalVAD,0.5072,0.0,0.4183,0.0,0.1932,0.0542,0.3729
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_29_FastText_historicalVAD,0.5886,0.0,0.4155,0.0,0.2093,0.0367,0.4045
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_2_FastText_historicalVAD,0.5834,0.0,0.4548,0.0,0.2386,0.0168,0.4256
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_30_FastText_historicalVAD,0.5819,0.0,0.3985,0.0,0.2089,0.037,0.3964
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_31_FastText_historicalVAD,0.5435,0.0,0.4301,0.0,0.2059,0.0399,0.3932
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_32_FastText_historicalVAD,0.5875,0.0,0.465,0.0,0.2168,0.0303,0.4231
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_33_FastText_historicalVAD,0.5305,0.0,0.4244,0.0,0.1911,0.0568,0.382
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_34_FastText_historicalVAD,0.5543,0.0,0.424,0.0,0.2032,0.0426,0.3938
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_35_FastText_historicalVAD,0.5896,0.0,0.4187,0.0,0.2314,0.0205,0.4132
HistoricalVAD\FastText_LinearRegression\NRC_VAD4000\NRC_VAD_4000_36_FastText_historicalVAD,0.5505,0.0,0.3851,0.0001,0.2003,0.0457,0.3786
