,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_10_SGNS_historicalVAD,0.5026,0.0,0.3837,0.0001,0.0923,0.3609,0.3262
HistoricalVAD\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_11_SGNS_historicalVAD,0.4986,0.0,0.3833,0.0001,0.0949,0.3479,0.3256
HistoricalVAD\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_12_SGNS_historicalVAD,0.4954,0.0,0.3683,0.0002,0.09,0.373,0.3179
HistoricalVAD\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_13_SGNS_historicalVAD,0.5031,0.0,0.3697,0.0002,0.0916,0.3647,0.3215
HistoricalVAD\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_14_SGNS_historicalVAD,0.495,0.0,0.3869,0.0001,0.0862,0.3939,0.3227
HistoricalVAD\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_15_SGNS_historicalVAD,0.4959,0.0,0.3821,0.0001,0.0898,0.3745,0.3226
HistoricalVAD\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_16_SGNS_historicalVAD,0.521,0.0,0.3801,0.0001,0.0929,0.3577,0.3313
HistoricalVAD\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_17_SGNS_historicalVAD,0.5078,0.0,0.391,0.0001,0.0936,0.3542,0.3308
HistoricalVAD\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_18_SGNS_historicalVAD,0.4908,0.0,0.3897,0.0001,0.0927,0.3591,0.3244
HistoricalVAD\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_19_SGNS_historicalVAD,0.4961,0.0,0.3838,0.0001,0.0904,0.3711,0.3234
HistoricalVAD\SGNS_PaRaSim\NRC_VAD6000\NRC_VAD_6000_1_SGNS_historicalVAD,0.4805,0.0,0.3844,0.0001,0.0878,0.3851,0.3176
