,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_10_SGNS_historicalVAD,0.5424,0.0,0.4452,0.0,0.2232,0.0256,0.4036
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_11_SGNS_historicalVAD,0.5568,0.0,0.4088,0.0,0.1682,0.0944,0.3779
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_12_SGNS_historicalVAD,0.5495,0.0,0.4215,0.0,0.1871,0.0623,0.3861
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_13_SGNS_historicalVAD,0.5526,0.0,0.4974,0.0,0.144,0.1528,0.398
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_14_SGNS_historicalVAD,0.531,0.0,0.49,0.0,0.1428,0.1563,0.3879
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_15_SGNS_historicalVAD,0.5434,0.0,0.424,0.0,0.1793,0.0743,0.3822
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_16_SGNS_historicalVAD,0.5506,0.0,0.3875,0.0001,0.1792,0.0744,0.3724
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_17_SGNS_historicalVAD,0.551,0.0,0.4423,0.0,0.209,0.0369,0.4008
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_18_SGNS_historicalVAD,0.5271,0.0,0.4271,0.0,0.1512,0.1331,0.3685
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_19_SGNS_historicalVAD,0.5913,0.0,0.4313,0.0,0.2018,0.0441,0.4081
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_1_SGNS_historicalVAD,0.5285,0.0,0.4086,0.0,0.1465,0.1457,0.3612
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_20_SGNS_historicalVAD,0.5436,0.0,0.4684,0.0,0.2071,0.0387,0.4064
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_21_SGNS_historicalVAD,0.6098,0.0,0.4327,0.0,0.2052,0.0406,0.4159
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_22_SGNS_historicalVAD,0.5285,0.0,0.4378,0.0,0.1703,0.0903,0.3789
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_23_SGNS_historicalVAD,0.5664,0.0,0.4746,0.0,0.2014,0.0445,0.4141
HistoricalVAD\SGNS_LinearRegression\NRC_VAD3000\NRC_VAD_3000_24_SGNS_historicalVAD,0.577,0.0,0.4736,0.0,0.2029,0.0429,0.4178
