,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_10_SGNS_historicalVAD,0.5012,0.0,0.3803,0.0001,0.0918,0.3639,0.3244
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_11_SGNS_historicalVAD,0.4967,0.0,0.3759,0.0001,0.088,0.3838,0.3202
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_12_SGNS_historicalVAD,0.4861,0.0,0.3797,0.0001,0.0852,0.3992,0.317
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_13_SGNS_historicalVAD,0.493,0.0,0.3845,0.0001,0.0934,0.3552,0.3237
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_14_SGNS_historicalVAD,0.4908,0.0,0.3907,0.0001,0.0873,0.388,0.3229
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_15_SGNS_historicalVAD,0.4933,0.0,0.3889,0.0001,0.0885,0.3814,0.3236
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_16_SGNS_historicalVAD,0.497,0.0,0.3889,0.0001,0.0831,0.4112,0.323
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_17_SGNS_historicalVAD,0.4888,0.0,0.392,0.0001,0.0885,0.3811,0.3231
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_18_SGNS_historicalVAD,0.5026,0.0,0.3777,0.0001,0.0878,0.3849,0.3227
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_19_SGNS_historicalVAD,0.493,0.0,0.3875,0.0001,0.0858,0.3958,0.3221
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_1_SGNS_historicalVAD,0.4883,0.0,0.3827,0.0001,0.0865,0.3919,0.3192
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_20_SGNS_historicalVAD,0.502,0.0,0.3869,0.0001,0.0882,0.3829,0.3257
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_21_SGNS_historicalVAD,0.4929,0.0,0.3768,0.0001,0.0898,0.3745,0.3199
HistoricalVAD\SGNS_PaRaSim\NRC_VAD7000\NRC_VAD_7000_22_SGNS_historicalVAD,0.4927,0.0,0.3871,0.0001,0.0868,0.3906,0.3222
