,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_10_SGNS_historicalVAD,0.5022,0.0,0.3935,0.0001,0.0802,0.4274,0.3253
HistoricalVAD\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_11_SGNS_historicalVAD,0.4769,0.0,0.3967,0.0,0.0915,0.3651,0.3217
HistoricalVAD\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_12_SGNS_historicalVAD,0.4973,0.0,0.368,0.0002,0.0786,0.4367,0.3146
HistoricalVAD\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_13_SGNS_historicalVAD,0.5215,0.0,0.3939,0.0001,0.0914,0.3658,0.3356
HistoricalVAD\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_14_SGNS_historicalVAD,0.4785,0.0,0.3781,0.0001,0.0881,0.3834,0.3149
HistoricalVAD\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_15_SGNS_historicalVAD,0.4966,0.0,0.387,0.0001,0.0872,0.3886,0.3236
HistoricalVAD\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_16_SGNS_historicalVAD,0.4961,0.0,0.384,0.0001,0.0978,0.3329,0.326
HistoricalVAD\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_17_SGNS_historicalVAD,0.5201,0.0,0.3847,0.0001,0.0963,0.3406,0.3337
HistoricalVAD\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_18_SGNS_historicalVAD,0.4878,0.0,0.3701,0.0002,0.0852,0.3993,0.3144
HistoricalVAD\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_19_SGNS_historicalVAD,0.5166,0.0,0.3924,0.0001,0.1052,0.2975,0.3381
HistoricalVAD\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_1_SGNS_historicalVAD,0.4737,0.0,0.3865,0.0001,0.0795,0.4319,0.3132
HistoricalVAD\SGNS_PaRaSim\NRC_VAD3000\NRC_VAD_3000_20_SGNS_historicalVAD,0.4998,0.0,0.3582,0.0003,0.0911,0.3674,0.3164
