,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\FastText_kNN\Warriner8000\Warriner_8000_10_FastText_historicalVAD,0.4897,0.0,0.4661,0.0,0.251,0.0118,0.4022
HistoricalVAD\FastText_kNN\Warriner8000\Warriner_8000_11_FastText_historicalVAD,0.5005,0.0,0.4401,0.0,0.2226,0.026,0.3878
HistoricalVAD\FastText_kNN\Warriner8000\Warriner_8000_12_FastText_historicalVAD,0.4725,0.0,0.4591,0.0,0.2438,0.0145,0.3918
HistoricalVAD\FastText_kNN\Warriner8000\Warriner_8000_13_FastText_historicalVAD,0.5034,0.0,0.4151,0.0,0.2642,0.0079,0.3942
HistoricalVAD\FastText_kNN\Warriner8000\Warriner_8000_14_FastText_historicalVAD,0.4875,0.0,0.4517,0.0,0.2555,0.0103,0.3982
HistoricalVAD\FastText_kNN\Warriner8000\Warriner_8000_15_FastText_historicalVAD,0.4749,0.0,0.4341,0.0,0.2895,0.0035,0.3995
HistoricalVAD\FastText_kNN\Warriner8000\Warriner_8000_16_FastText_historicalVAD,0.4613,0.0,0.4369,0.0,0.2406,0.0159,0.3796
HistoricalVAD\FastText_kNN\Warriner8000\Warriner_8000_17_FastText_historicalVAD,0.4872,0.0,0.4261,0.0,0.2193,0.0284,0.3775
HistoricalVAD\FastText_kNN\Warriner8000\Warriner_8000_18_FastText_historicalVAD,0.4669,0.0,0.45,0.0,0.2292,0.0218,0.382
HistoricalVAD\FastText_kNN\Warriner8000\Warriner_8000_19_FastText_historicalVAD,0.4788,0.0,0.4409,0.0,0.2617,0.0085,0.3938
HistoricalVAD\FastText_kNN\Warriner8000\Warriner_8000_1_FastText_historicalVAD,0.4808,0.0,0.4292,0.0,0.2568,0.0099,0.3889
HistoricalVAD\FastText_kNN\Warriner8000\Warriner_8000_20_FastText_historicalVAD,0.4637,0.0,0.4607,0.0,0.2661,0.0075,0.3968
HistoricalVAD\FastText_kNN\Warriner8000\Warriner_8000_21_FastText_historicalVAD,0.4888,0.0,0.4379,0.0,0.2463,0.0135,0.391
HistoricalVAD\FastText_kNN\Warriner8000\Warriner_8000_22_FastText_historicalVAD,0.4881,0.0,0.4526,0.0,0.2503,0.012,0.397
HistoricalVAD\FastText_kNN\Warriner8000\Warriner_8000_23_FastText_historicalVAD,0.5017,0.0,0.4177,0.0,0.2526,0.0112,0.3907
HistoricalVAD\FastText_kNN\Warriner8000\Warriner_8000_24_FastText_historicalVAD,0.4719,0.0,0.425,0.0,0.255,0.0105,0.384
HistoricalVAD\FastText_kNN\Warriner8000\Warriner_8000_25_FastText_historicalVAD,0.4933,0.0,0.4252,0.0,0.2529,0.0111,0.3905
