,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_10_FastText_historicalVAD,0.4948,0.0,0.3513,0.0003,0.3351,0.0007,0.3938
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_11_FastText_historicalVAD,0.5173,0.0,0.3768,0.0001,0.2337,0.0193,0.3759
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_12_FastText_historicalVAD,0.4643,0.0,0.3318,0.0007,0.2007,0.0452,0.3323
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_13_FastText_historicalVAD,0.5053,0.0,0.3303,0.0008,0.2806,0.0047,0.3721
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_14_FastText_historicalVAD,0.4304,0.0,0.36,0.0002,0.2358,0.0182,0.3421
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_15_FastText_historicalVAD,0.4817,0.0,0.357,0.0003,0.1414,0.1607,0.3267
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_16_FastText_historicalVAD,0.3851,0.0001,0.3231,0.001,0.1825,0.0691,0.2969
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_17_FastText_historicalVAD,0.4012,0.0,0.3987,0.0,0.0871,0.3887,0.2957
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_18_FastText_historicalVAD,0.4643,0.0,0.3401,0.0005,0.1638,0.1034,0.3227
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_19_FastText_historicalVAD,0.477,0.0,0.433,0.0,0.1617,0.1079,0.3573
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_1_FastText_historicalVAD,0.4136,0.0,0.3083,0.0018,0.2137,0.0328,0.3119
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_20_FastText_historicalVAD,0.4206,0.0,0.3688,0.0002,0.2324,0.02,0.3406
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_21_FastText_historicalVAD,0.5271,0.0,0.3904,0.0001,0.1914,0.0564,0.3696
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_22_FastText_historicalVAD,0.4993,0.0,0.4218,0.0,0.1365,0.1756,0.3525
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_23_FastText_historicalVAD,0.4894,0.0,0.2265,0.0235,0.1868,0.0627,0.3009
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_24_FastText_historicalVAD,0.4599,0.0,0.344,0.0005,0.3013,0.0023,0.3684
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_25_FastText_historicalVAD,0.5198,0.0,0.3604,0.0002,0.2109,0.0352,0.3637
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_26_FastText_historicalVAD,0.4798,0.0,0.37,0.0002,0.2296,0.0216,0.3598
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_27_FastText_historicalVAD,0.4774,0.0,0.4063,0.0,0.2097,0.0363,0.3645
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_28_FastText_historicalVAD,0.4721,0.0,0.3924,0.0001,0.2045,0.0413,0.3563
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_29_FastText_historicalVAD,0.4391,0.0,0.3705,0.0001,0.1828,0.0688,0.3308
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_2_FastText_historicalVAD,0.4825,0.0,0.3152,0.0014,0.198,0.0483,0.3319
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_30_FastText_historicalVAD,0.4682,0.0,0.4226,0.0,0.2197,0.028,0.3702
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_31_FastText_historicalVAD,0.5247,0.0,0.3673,0.0002,0.2555,0.0103,0.3825
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_32_FastText_historicalVAD,0.4488,0.0,0.3692,0.0002,0.1713,0.0883,0.3298
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_33_FastText_historicalVAD,0.4516,0.0,0.2826,0.0044,0.1302,0.1965,0.2881
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_34_FastText_historicalVAD,0.4773,0.0,0.3503,0.0004,0.2256,0.024,0.3511
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_35_FastText_historicalVAD,0.4974,0.0,0.3131,0.0015,0.2588,0.0093,0.3564
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_36_FastText_historicalVAD,0.3862,0.0001,0.3834,0.0001,0.1511,0.1333,0.3069
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_37_FastText_historicalVAD,0.4688,0.0,0.3754,0.0001,0.2625,0.0083,0.3689
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_38_FastText_historicalVAD,0.4337,0.0,0.336,0.0006,0.2369,0.0176,0.3355
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_39_FastText_historicalVAD,0.4039,0.0,0.3492,0.0004,0.1903,0.0579,0.3145
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_3_FastText_historicalVAD,0.5641,0.0,0.3506,0.0003,0.2771,0.0053,0.3973
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_40_FastText_historicalVAD,0.5096,0.0,0.4232,0.0,0.2002,0.0458,0.3777
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_41_FastText_historicalVAD,0.4013,0.0,0.3325,0.0007,0.1385,0.1693,0.2908
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_42_FastText_historicalVAD,0.4674,0.0,0.4294,0.0,0.2187,0.0288,0.3718
HistoricalVAD\FastText_kNN\Warriner4000\Warriner_4000_43_FastText_historicalVAD,0.4684,0.0,0.3321,0.0007,0.2074,0.0384,0.336
