,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_10_FastText_historicalVAD,0.5716,0.0,0.4278,0.0,0.1932,0.0541,0.3975
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_11_FastText_historicalVAD,0.5946,0.0,0.439,0.0,0.2246,0.0247,0.4194
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_12_FastText_historicalVAD,0.5684,0.0,0.4376,0.0,0.2367,0.0177,0.4142
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_13_FastText_historicalVAD,0.5759,0.0,0.4156,0.0,0.207,0.0388,0.3995
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_14_FastText_historicalVAD,0.5813,0.0,0.4503,0.0,0.2365,0.0178,0.4227
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_15_FastText_historicalVAD,0.5875,0.0,0.4311,0.0,0.2167,0.0303,0.4118
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_16_FastText_historicalVAD,0.5572,0.0,0.4383,0.0,0.2058,0.04,0.4004
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_17_FastText_historicalVAD,0.5908,0.0,0.4548,0.0,0.233,0.0196,0.4262
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_18_FastText_historicalVAD,0.5833,0.0,0.4372,0.0,0.219,0.0286,0.4132
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_19_FastText_historicalVAD,0.5581,0.0,0.4515,0.0,0.2119,0.0343,0.4072
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_1_FastText_historicalVAD,0.5659,0.0,0.4613,0.0,0.212,0.0342,0.4131
HistoricalVAD\FastText_LinearRegression\NRC_VAD7000\NRC_VAD_7000_20_FastText_historicalVAD,0.5648,0.0,0.4521,0.0,0.2117,0.0344,0.4095
