,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_10_SGNS_historicalVAD,0.5581,0.0,0.4789,0.0,0.2379,0.0171,0.425
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_11_SGNS_historicalVAD,0.5467,0.0,0.4941,0.0,0.1952,0.0516,0.412
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_12_SGNS_historicalVAD,0.5757,0.0,0.4537,0.0,0.2317,0.0204,0.4204
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_13_SGNS_historicalVAD,0.5602,0.0,0.4425,0.0,0.2055,0.0403,0.4027
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_14_SGNS_historicalVAD,0.5673,0.0,0.4747,0.0,0.2097,0.0363,0.4172
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_15_SGNS_historicalVAD,0.5427,0.0,0.491,0.0,0.1792,0.0745,0.4043
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_16_SGNS_historicalVAD,0.5703,0.0,0.4749,0.0,0.1906,0.0574,0.412
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_17_SGNS_historicalVAD,0.5708,0.0,0.4831,0.0,0.1954,0.0514,0.4164
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_18_SGNS_historicalVAD,0.5651,0.0,0.4657,0.0,0.1995,0.0466,0.4101
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_19_SGNS_historicalVAD,0.55,0.0,0.4611,0.0,0.193,0.0544,0.4014
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_1_SGNS_historicalVAD,0.5676,0.0,0.445,0.0,0.1992,0.047,0.4039
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_20_SGNS_historicalVAD,0.5782,0.0,0.4943,0.0,0.2126,0.0337,0.4284
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_21_SGNS_historicalVAD,0.5806,0.0,0.4714,0.0,0.201,0.0449,0.4177
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_22_SGNS_historicalVAD,0.5581,0.0,0.5333,0.0,0.1876,0.0617,0.4264
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_23_SGNS_historicalVAD,0.5616,0.0,0.4151,0.0,0.2177,0.0296,0.3981
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_24_SGNS_historicalVAD,0.5501,0.0,0.4859,0.0,0.2112,0.0349,0.4157
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_25_SGNS_historicalVAD,0.5679,0.0,0.5162,0.0,0.212,0.0342,0.432
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_26_SGNS_historicalVAD,0.536,0.0,0.4887,0.0,0.1653,0.1003,0.3967
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_27_SGNS_historicalVAD,0.573,0.0,0.4685,0.0,0.2019,0.0439,0.4145
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_28_SGNS_historicalVAD,0.5929,0.0,0.4705,0.0,0.1924,0.0551,0.4186
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_29_SGNS_historicalVAD,0.5631,0.0,0.478,0.0,0.2146,0.032,0.4186
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_2_SGNS_historicalVAD,0.5628,0.0,0.4884,0.0,0.1612,0.1092,0.4041
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_30_SGNS_historicalVAD,0.5668,0.0,0.4701,0.0,0.2076,0.0382,0.4148
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_31_SGNS_historicalVAD,0.5641,0.0,0.5013,0.0,0.2017,0.0442,0.4224
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_32_SGNS_historicalVAD,0.5396,0.0,0.4442,0.0,0.2018,0.0441,0.3952
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_33_SGNS_historicalVAD,0.5783,0.0,0.4956,0.0,0.16,0.1118,0.4113
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_34_SGNS_historicalVAD,0.5543,0.0,0.4881,0.0,0.2014,0.0445,0.4146
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_35_SGNS_historicalVAD,0.5781,0.0,0.4642,0.0,0.1833,0.0679,0.4085
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_36_SGNS_historicalVAD,0.557,0.0,0.482,0.0,0.2185,0.0289,0.4192
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_37_SGNS_historicalVAD,0.5625,0.0,0.4878,0.0,0.2185,0.0289,0.423
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_38_SGNS_historicalVAD,0.5691,0.0,0.4639,0.0,0.1865,0.0632,0.4065
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_39_SGNS_historicalVAD,0.5763,0.0,0.4923,0.0,0.1952,0.0517,0.4212
HistoricalVAD\SGNS_LinearRegression\NRC_VAD6000\NRC_VAD_6000_3_SGNS_historicalVAD,0.5545,0.0,0.4843,0.0,0.2009,0.0451,0.4132
