,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_10_FastText_historicalVAD,0.5472,0.0,0.478,0.0,0.2151,0.0317,0.4134
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_11_FastText_historicalVAD,0.5212,0.0,0.4395,0.0,0.2717,0.0062,0.4108
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_12_FastText_historicalVAD,0.5492,0.0,0.4567,0.0,0.2467,0.0133,0.4175
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_13_FastText_historicalVAD,0.5394,0.0,0.4576,0.0,0.2353,0.0184,0.4108
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_14_FastText_historicalVAD,0.5533,0.0,0.444,0.0,0.2609,0.0088,0.4194
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_15_FastText_historicalVAD,0.536,0.0,0.4468,0.0,0.2649,0.0077,0.4159
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_16_FastText_historicalVAD,0.5458,0.0,0.4548,0.0,0.2548,0.0105,0.4185
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_17_FastText_historicalVAD,0.5276,0.0,0.4586,0.0,0.2114,0.0347,0.3992
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_18_FastText_historicalVAD,0.5007,0.0,0.4458,0.0,0.1918,0.056,0.3794
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_19_FastText_historicalVAD,0.5504,0.0,0.4192,0.0,0.2629,0.0082,0.4108
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_1_FastText_historicalVAD,0.5146,0.0,0.4624,0.0,0.2429,0.0149,0.4066
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_20_FastText_historicalVAD,0.5477,0.0,0.4335,0.0,0.2497,0.0122,0.4103
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_21_FastText_historicalVAD,0.533,0.0,0.4829,0.0,0.2665,0.0074,0.4275
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_22_FastText_historicalVAD,0.5234,0.0,0.455,0.0,0.2477,0.013,0.4087
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_23_FastText_historicalVAD,0.532,0.0,0.4621,0.0,0.2396,0.0164,0.4112
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_24_FastText_historicalVAD,0.5493,0.0,0.4491,0.0,0.2547,0.0105,0.4177
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_25_FastText_historicalVAD,0.4969,0.0,0.4597,0.0,0.2515,0.0116,0.4027
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_26_FastText_historicalVAD,0.4992,0.0,0.4109,0.0,0.2307,0.0209,0.3803
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_27_FastText_historicalVAD,0.5253,0.0,0.3946,0.0,0.2502,0.0121,0.39
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_28_FastText_historicalVAD,0.5245,0.0,0.4752,0.0,0.2533,0.011,0.4177
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_29_FastText_historicalVAD,0.5416,0.0,0.4373,0.0,0.2732,0.006,0.4174
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_2_FastText_historicalVAD,0.5289,0.0,0.4297,0.0,0.2407,0.0159,0.3998
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_30_FastText_historicalVAD,0.5373,0.0,0.4638,0.0,0.2508,0.0118,0.4173
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_31_FastText_historicalVAD,0.5575,0.0,0.4183,0.0,0.2718,0.0062,0.4159
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_32_FastText_historicalVAD,0.5092,0.0,0.4369,0.0,0.1954,0.0514,0.3805
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_33_FastText_historicalVAD,0.5105,0.0,0.4274,0.0,0.206,0.0398,0.3813
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_34_FastText_historicalVAD,0.5496,0.0,0.4667,0.0,0.2648,0.0078,0.427
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_35_FastText_historicalVAD,0.5557,0.0,0.4624,0.0,0.2377,0.0173,0.4186
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_36_FastText_historicalVAD,0.5311,0.0,0.4469,0.0,0.2402,0.0161,0.406
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_37_FastText_historicalVAD,0.535,0.0,0.4231,0.0,0.2456,0.0138,0.4012
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_38_FastText_historicalVAD,0.5238,0.0,0.4521,0.0,0.2559,0.0102,0.4106
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_39_FastText_historicalVAD,0.5293,0.0,0.4139,0.0,0.247,0.0132,0.3967
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_3_FastText_historicalVAD,0.5312,0.0,0.432,0.0,0.2852,0.004,0.4161
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_40_FastText_historicalVAD,0.5357,0.0,0.4607,0.0,0.2503,0.012,0.4156
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_41_FastText_historicalVAD,0.521,0.0,0.4215,0.0,0.2092,0.0367,0.3839
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_42_FastText_historicalVAD,0.5297,0.0,0.4725,0.0,0.1977,0.0487,0.4
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_43_FastText_historicalVAD,0.5498,0.0,0.4137,0.0,0.2513,0.0117,0.4049
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_44_FastText_historicalVAD,0.5128,0.0,0.4257,0.0,0.2197,0.028,0.3861
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_45_FastText_historicalVAD,0.5251,0.0,0.4501,0.0,0.1947,0.0523,0.39
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_46_FastText_historicalVAD,0.5521,0.0,0.4523,0.0,0.2697,0.0066,0.4247
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_47_FastText_historicalVAD,0.5102,0.0,0.4319,0.0,0.2262,0.0236,0.3894
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_48_FastText_historicalVAD,0.5135,0.0,0.4347,0.0,0.2331,0.0196,0.3937
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_49_FastText_historicalVAD,0.5233,0.0,0.4295,0.0,0.2996,0.0025,0.4175
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_4_FastText_historicalVAD,0.5271,0.0,0.4049,0.0,0.2561,0.0101,0.396
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_50_FastText_historicalVAD,0.5242,0.0,0.4667,0.0,0.2102,0.0358,0.4004
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_5_FastText_historicalVAD,0.5438,0.0,0.4853,0.0,0.2261,0.0237,0.4184
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_6_FastText_historicalVAD,0.5273,0.0,0.4946,0.0,0.2438,0.0145,0.4219
HistoricalVAD\FastText_LinearRegression\Warriner5000\Warriner_5000_7_FastText_historicalVAD,0.5499,0.0,0.4473,0.0,0.2089,0.037,0.402
