,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_10_SGNS_historicalVAD,0.5418,0.0,0.3507,0.0003,0.2733,0.0059,0.3886
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_11_SGNS_historicalVAD,0.5511,0.0,0.3866,0.0001,0.2625,0.0083,0.4
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_12_SGNS_historicalVAD,0.5058,0.0,0.4114,0.0,0.2799,0.0048,0.399
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_13_SGNS_historicalVAD,0.525,0.0,0.4083,0.0,0.3044,0.0021,0.4126
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_14_SGNS_historicalVAD,0.5471,0.0,0.3922,0.0001,0.2952,0.0029,0.4115
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_15_SGNS_historicalVAD,0.5085,0.0,0.4163,0.0,0.2991,0.0025,0.408
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_16_SGNS_historicalVAD,0.5642,0.0,0.4243,0.0,0.2977,0.0026,0.4287
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_17_SGNS_historicalVAD,0.5472,0.0,0.318,0.0013,0.2548,0.0105,0.3733
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_18_SGNS_historicalVAD,0.5439,0.0,0.4122,0.0,0.2511,0.0117,0.4024
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_19_SGNS_historicalVAD,0.498,0.0,0.3691,0.0002,0.2161,0.0308,0.361
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_1_SGNS_historicalVAD,0.5242,0.0,0.33,0.0008,0.2697,0.0067,0.3746
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_20_SGNS_historicalVAD,0.5547,0.0,0.3461,0.0004,0.2432,0.0148,0.3813
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_21_SGNS_historicalVAD,0.5185,0.0,0.4029,0.0,0.2543,0.0107,0.3919
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_22_SGNS_historicalVAD,0.4962,0.0,0.3471,0.0004,0.2895,0.0035,0.3776
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_23_SGNS_historicalVAD,0.5441,0.0,0.3304,0.0008,0.314,0.0015,0.3962
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_24_SGNS_historicalVAD,0.4951,0.0,0.3836,0.0001,0.2984,0.0026,0.3924
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_25_SGNS_historicalVAD,0.5102,0.0,0.3669,0.0002,0.2602,0.0089,0.3791
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_26_SGNS_historicalVAD,0.5124,0.0,0.3381,0.0006,0.3049,0.002,0.3851
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_27_SGNS_historicalVAD,0.5341,0.0,0.4134,0.0,0.2968,0.0027,0.4148
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_28_SGNS_historicalVAD,0.511,0.0,0.322,0.0011,0.2637,0.008,0.3655
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_29_SGNS_historicalVAD,0.5301,0.0,0.4596,0.0,0.2548,0.0105,0.4148
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_2_SGNS_historicalVAD,0.525,0.0,0.4023,0.0,0.2191,0.0285,0.3822
HistoricalVAD\SGNS_LinearRegression\Warriner3000\Warriner_3000_30_SGNS_historicalVAD,0.5015,0.0,0.4057,0.0,0.2431,0.0148,0.3834
