,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_10_SGNS_historicalVAD,0.4939,0.0,0.3805,0.0001,0.0979,0.3323,0.3241
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_11_SGNS_historicalVAD,0.4983,0.0,0.3966,0.0,0.0954,0.3449,0.3301
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_12_SGNS_historicalVAD,0.5015,0.0,0.3679,0.0002,0.0886,0.3808,0.3193
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_13_SGNS_historicalVAD,0.4942,0.0,0.3854,0.0001,0.0845,0.4034,0.3214
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_14_SGNS_historicalVAD,0.4994,0.0,0.382,0.0001,0.0924,0.3607,0.3246
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_15_SGNS_historicalVAD,0.4996,0.0,0.3825,0.0001,0.0889,0.3789,0.3237
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_16_SGNS_historicalVAD,0.4993,0.0,0.3742,0.0001,0.0863,0.3934,0.3199
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_17_SGNS_historicalVAD,0.4817,0.0,0.3903,0.0001,0.0798,0.4299,0.3173
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_18_SGNS_historicalVAD,0.496,0.0,0.3816,0.0001,0.0935,0.3546,0.3237
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_19_SGNS_historicalVAD,0.5095,0.0,0.3781,0.0001,0.0917,0.364,0.3264
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_1_SGNS_historicalVAD,0.4799,0.0,0.3883,0.0001,0.085,0.4006,0.3177
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_20_SGNS_historicalVAD,0.5024,0.0,0.3802,0.0001,0.0882,0.383,0.3236
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_21_SGNS_historicalVAD,0.4959,0.0,0.3757,0.0001,0.0866,0.3914,0.3194
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_22_SGNS_historicalVAD,0.5025,0.0,0.3777,0.0001,0.0916,0.3647,0.3239
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_23_SGNS_historicalVAD,0.5028,0.0,0.3835,0.0001,0.0855,0.3977,0.3239
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_24_SGNS_historicalVAD,0.4849,0.0,0.4053,0.0,0.0871,0.389,0.3257
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_25_SGNS_historicalVAD,0.4874,0.0,0.3891,0.0001,0.085,0.4007,0.3205
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_26_SGNS_historicalVAD,0.5006,0.0,0.368,0.0002,0.0854,0.398,0.318
HistoricalVAD\SGNS_PaRaSim\NRC_VAD5000\NRC_VAD_5000_27_SGNS_historicalVAD,0.498,0.0,0.3793,0.0001,0.0918,0.3639,0.323
