,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_10_FastText_historicalVAD,0.4823,0.0,0.371,0.0001,0.1808,0.0718,0.3447
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_11_FastText_historicalVAD,0.5093,0.0,0.3721,0.0001,0.3051,0.002,0.3955
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_12_FastText_historicalVAD,0.4985,0.0,0.3269,0.0009,0.2574,0.0097,0.3609
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_13_FastText_historicalVAD,0.4616,0.0,0.4351,0.0,0.191,0.057,0.3626
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_14_FastText_historicalVAD,0.5262,0.0,0.41,0.0,0.2062,0.0395,0.3808
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_15_FastText_historicalVAD,0.5363,0.0,0.3879,0.0001,0.2556,0.0103,0.3933
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_16_FastText_historicalVAD,0.5122,0.0,0.3391,0.0006,0.2652,0.0077,0.3722
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_17_FastText_historicalVAD,0.5841,0.0,0.3887,0.0001,0.3262,0.0009,0.433
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_18_FastText_historicalVAD,0.4617,0.0,0.4094,0.0,0.2188,0.0287,0.3633
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_19_FastText_historicalVAD,0.4683,0.0,0.3979,0.0,0.2463,0.0135,0.3708
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_1_FastText_historicalVAD,0.508,0.0,0.3567,0.0003,0.2251,0.0244,0.3633
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_20_FastText_historicalVAD,0.5683,0.0,0.3205,0.0012,0.3364,0.0006,0.4084
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_21_FastText_historicalVAD,0.4944,0.0,0.4499,0.0,0.2164,0.0306,0.3869
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_22_FastText_historicalVAD,0.5029,0.0,0.4174,0.0,0.2858,0.0039,0.4021
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_23_FastText_historicalVAD,0.4549,0.0,0.4057,0.0,0.2096,0.0364,0.3567
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_24_FastText_historicalVAD,0.5295,0.0,0.4375,0.0,0.3087,0.0018,0.4252
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_25_FastText_historicalVAD,0.4616,0.0,0.4262,0.0,0.2055,0.0403,0.3644
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_26_FastText_historicalVAD,0.5143,0.0,0.4178,0.0,0.257,0.0099,0.3963
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_27_FastText_historicalVAD,0.514,0.0,0.3545,0.0003,0.2106,0.0354,0.3597
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_28_FastText_historicalVAD,0.503,0.0,0.3654,0.0002,0.298,0.0026,0.3888
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_29_FastText_historicalVAD,0.4593,0.0,0.3848,0.0001,0.1855,0.0647,0.3432
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_2_FastText_historicalVAD,0.4879,0.0,0.3621,0.0002,0.2653,0.0076,0.3718
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_30_FastText_historicalVAD,0.4938,0.0,0.417,0.0,0.2323,0.0201,0.381
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_31_FastText_historicalVAD,0.4806,0.0,0.3565,0.0003,0.2626,0.0083,0.3666
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_32_FastText_historicalVAD,0.4637,0.0,0.3506,0.0003,0.1577,0.1171,0.324
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_33_FastText_historicalVAD,0.4927,0.0,0.3523,0.0003,0.1775,0.0773,0.3408
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_34_FastText_historicalVAD,0.4748,0.0,0.3962,0.0,0.2265,0.0234,0.3658
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_35_FastText_historicalVAD,0.4924,0.0,0.3662,0.0002,0.2258,0.0239,0.3614
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_36_FastText_historicalVAD,0.4742,0.0,0.4184,0.0,0.2557,0.0102,0.3828
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_37_FastText_historicalVAD,0.4621,0.0,0.4393,0.0,0.1871,0.0623,0.3628
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_38_FastText_historicalVAD,0.4946,0.0,0.3433,0.0005,0.2635,0.0081,0.3671
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_39_FastText_historicalVAD,0.4393,0.0,0.3832,0.0001,0.1797,0.0736,0.3341
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_3_FastText_historicalVAD,0.5591,0.0,0.43,0.0,0.2532,0.011,0.4141
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_40_FastText_historicalVAD,0.5027,0.0,0.3942,0.0,0.2659,0.0075,0.3876
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_41_FastText_historicalVAD,0.4818,0.0,0.3543,0.0003,0.2914,0.0033,0.3758
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_42_FastText_historicalVAD,0.4381,0.0,0.4664,0.0,0.1995,0.0466,0.368
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_43_FastText_historicalVAD,0.5072,0.0,0.3753,0.0001,0.2128,0.0336,0.3651
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_44_FastText_historicalVAD,0.5112,0.0,0.4105,0.0,0.2307,0.0209,0.3841
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_45_FastText_historicalVAD,0.5256,0.0,0.3747,0.0001,0.2125,0.0338,0.3709
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_46_FastText_historicalVAD,0.4703,0.0,0.4019,0.0,0.259,0.0093,0.3771
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_47_FastText_historicalVAD,0.4503,0.0,0.4052,0.0,0.1771,0.078,0.3442
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_48_FastText_historicalVAD,0.4804,0.0,0.4137,0.0,0.233,0.0196,0.3757
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_49_FastText_historicalVAD,0.4359,0.0,0.3411,0.0005,0.2151,0.0316,0.3307
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_4_FastText_historicalVAD,0.569,0.0,0.3691,0.0002,0.2581,0.0095,0.3987
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_50_FastText_historicalVAD,0.4885,0.0,0.3991,0.0,0.3149,0.0014,0.4008
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_5_FastText_historicalVAD,0.5155,0.0,0.407,0.0,0.1939,0.0533,0.3721
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_6_FastText_historicalVAD,0.5299,0.0,0.4172,0.0,0.2457,0.0138,0.3976
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_7_FastText_historicalVAD,0.4656,0.0,0.4182,0.0,0.1891,0.0595,0.3576
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_8_FastText_historicalVAD,0.5016,0.0,0.4707,0.0,0.3036,0.0021,0.4253
HistoricalVAD\FastText_kNN\Warriner5000\Warriner_5000_9_FastText_historicalVAD,0.5128,0.0,0.3647,0.0002,0.252,0.0114,0.3765
Mean,0.495046,0.0,0.3914579999999999,0.00014599999999999997,0.238648,0.027396000000000004,0.37504400000000004
