,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_10_FastText_historicalVAD,0.57,0.0,0.4032,0.0,0.2661,0.0074,0.4131
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_11_FastText_historicalVAD,0.5931,0.0,0.4874,0.0,0.1872,0.0622,0.4225
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_12_FastText_historicalVAD,0.5216,0.0,0.4229,0.0,0.2131,0.0333,0.3859
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_13_FastText_historicalVAD,0.4762,0.0,0.3547,0.0003,0.2001,0.0459,0.3437
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_14_FastText_historicalVAD,0.5167,0.0,0.3864,0.0001,0.1338,0.1845,0.3456
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_15_FastText_historicalVAD,0.5683,0.0,0.4627,0.0,0.1613,0.1088,0.3974
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_16_FastText_historicalVAD,0.5846,0.0,0.4399,0.0,0.162,0.1074,0.3955
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_17_FastText_historicalVAD,0.5818,0.0,0.4074,0.0,0.286,0.0039,0.4251
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_18_FastText_historicalVAD,0.5275,0.0,0.3836,0.0001,0.2624,0.0084,0.3912
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_19_FastText_historicalVAD,0.5281,0.0,0.4023,0.0,0.1659,0.099,0.3654
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_1_FastText_historicalVAD,0.5347,0.0,0.4391,0.0,0.2182,0.0292,0.3973
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_20_FastText_historicalVAD,0.5088,0.0,0.442,0.0,0.1571,0.1186,0.3693
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_21_FastText_historicalVAD,0.4655,0.0,0.3729,0.0001,0.1843,0.0664,0.3409
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_22_FastText_historicalVAD,0.5533,0.0,0.4155,0.0,0.1633,0.1044,0.3774
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_23_FastText_historicalVAD,0.5168,0.0,0.4443,0.0,0.1933,0.0539,0.3848
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_24_FastText_historicalVAD,0.5184,0.0,0.3639,0.0002,0.1978,0.0485,0.3601
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_25_FastText_historicalVAD,0.5197,0.0,0.3278,0.0009,0.2496,0.0123,0.3657
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_26_FastText_historicalVAD,0.4725,0.0,0.4316,0.0,0.2234,0.0254,0.3759
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_27_FastText_historicalVAD,0.4963,0.0,0.3955,0.0,0.2324,0.02,0.3748
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_28_FastText_historicalVAD,0.5455,0.0,0.4767,0.0,0.2216,0.0267,0.4146
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_29_FastText_historicalVAD,0.5334,0.0,0.3975,0.0,0.2057,0.04,0.3789
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_2_FastText_historicalVAD,0.4377,0.0,0.402,0.0,0.1876,0.0617,0.3424
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_30_FastText_historicalVAD,0.528,0.0,0.3243,0.001,0.2513,0.0117,0.3678
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_31_FastText_historicalVAD,0.5821,0.0,0.3773,0.0001,0.2121,0.0341,0.3905
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_32_FastText_historicalVAD,0.5767,0.0,0.4201,0.0,0.2701,0.0066,0.4223
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_33_FastText_historicalVAD,0.5264,0.0,0.3836,0.0001,0.1595,0.113,0.3565
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_34_FastText_historicalVAD,0.5062,0.0,0.309,0.0018,0.2247,0.0246,0.3466
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_35_FastText_historicalVAD,0.533,0.0,0.3994,0.0,0.2096,0.0363,0.3807
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_36_FastText_historicalVAD,0.5109,0.0,0.4494,0.0,0.1887,0.0601,0.383
HistoricalVAD\FastText_LinearRegression\NRC_VAD2000\NRC_VAD_2000_37_FastText_historicalVAD,0.5879,0.0,0.4413,0.0,0.2692,0.0068,0.4328
