,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_10_FastText_historicalVAD,0.5778,0.0,0.4239,0.0,0.1628,0.1055,0.3882
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_11_FastText_historicalVAD,0.5865,0.0,0.4488,0.0,0.183,0.0683,0.4061
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_12_FastText_historicalVAD,0.5647,0.0,0.4011,0.0,0.2679,0.0071,0.4112
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_13_FastText_historicalVAD,0.5263,0.0,0.4124,0.0,0.1976,0.0487,0.3788
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_14_FastText_historicalVAD,0.4806,0.0,0.3839,0.0001,0.1811,0.0713,0.3485
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_15_FastText_historicalVAD,0.603,0.0,0.427,0.0,0.1731,0.085,0.401
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_16_FastText_historicalVAD,0.5086,0.0,0.4078,0.0,0.2175,0.0297,0.378
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_17_FastText_historicalVAD,0.5166,0.0,0.3964,0.0,0.2459,0.0137,0.3863
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_18_FastText_historicalVAD,0.5509,0.0,0.3787,0.0001,0.2491,0.0124,0.3929
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_19_FastText_historicalVAD,0.5611,0.0,0.4524,0.0,0.2153,0.0315,0.4096
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_1_FastText_historicalVAD,0.538,0.0,0.4336,0.0,0.1861,0.0637,0.3859
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_20_FastText_historicalVAD,0.5681,0.0,0.3778,0.0001,0.2271,0.0231,0.391
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_21_FastText_historicalVAD,0.6007,0.0,0.3948,0.0,0.2402,0.0161,0.4119
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_22_FastText_historicalVAD,0.5374,0.0,0.4071,0.0,0.1721,0.0869,0.3722
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_23_FastText_historicalVAD,0.575,0.0,0.3689,0.0002,0.2324,0.02,0.3921
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_24_FastText_historicalVAD,0.5434,0.0,0.4246,0.0,0.2203,0.0276,0.3961
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_25_FastText_historicalVAD,0.5776,0.0,0.468,0.0,0.2476,0.013,0.431
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_26_FastText_historicalVAD,0.5676,0.0,0.4378,0.0,0.2318,0.0203,0.4124
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_27_FastText_historicalVAD,0.5184,0.0,0.4264,0.0,0.2127,0.0337,0.3858
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_28_FastText_historicalVAD,0.5524,0.0,0.4426,0.0,0.2178,0.0295,0.4043
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_29_FastText_historicalVAD,0.5664,0.0,0.4149,0.0,0.2176,0.0296,0.3996
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_2_FastText_historicalVAD,0.5142,0.0,0.4431,0.0,0.2229,0.0258,0.3934
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_30_FastText_historicalVAD,0.5534,0.0,0.384,0.0001,0.2318,0.0203,0.3897
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_31_FastText_historicalVAD,0.5744,0.0,0.4357,0.0,0.2114,0.0348,0.4072
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_32_FastText_historicalVAD,0.5224,0.0,0.4427,0.0,0.2204,0.0276,0.3952
HistoricalVAD\FastText_LinearRegression\NRC_VAD3000\NRC_VAD_3000_33_FastText_historicalVAD,0.5375,0.0,0.4427,0.0,0.1952,0.0517,0.3918
