,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_10_SGNS_historicalVAD,0.5643,0.0,0.4875,0.0,0.1901,0.0581,0.414
HistoricalVAD\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_11_SGNS_historicalVAD,0.577,0.0,0.4978,0.0,0.2216,0.0267,0.4321
HistoricalVAD\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_12_SGNS_historicalVAD,0.5762,0.0,0.5003,0.0,0.2168,0.0303,0.4311
HistoricalVAD\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_13_SGNS_historicalVAD,0.58,0.0,0.5107,0.0,0.2121,0.0342,0.4343
HistoricalVAD\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_14_SGNS_historicalVAD,0.5798,0.0,0.4797,0.0,0.203,0.0429,0.4208
HistoricalVAD\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_15_SGNS_historicalVAD,0.5682,0.0,0.4827,0.0,0.2106,0.0354,0.4205
HistoricalVAD\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_16_SGNS_historicalVAD,0.5788,0.0,0.4924,0.0,0.2074,0.0384,0.4262
HistoricalVAD\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_17_SGNS_historicalVAD,0.571,0.0,0.5004,0.0,0.198,0.0483,0.4231
HistoricalVAD\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_18_SGNS_historicalVAD,0.5789,0.0,0.5002,0.0,0.2114,0.0347,0.4302
HistoricalVAD\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_19_SGNS_historicalVAD,0.5863,0.0,0.4902,0.0,0.2134,0.033,0.43
HistoricalVAD\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_1_SGNS_historicalVAD,0.5786,0.0,0.4971,0.0,0.2104,0.0356,0.4287
HistoricalVAD\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_20_SGNS_historicalVAD,0.5692,0.0,0.4952,0.0,0.2061,0.0397,0.4235
HistoricalVAD\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_21_SGNS_historicalVAD,0.5706,0.0,0.4939,0.0,0.1981,0.0482,0.4209
HistoricalVAD\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_22_SGNS_historicalVAD,0.5749,0.0,0.4903,0.0,0.2042,0.0416,0.4231
HistoricalVAD\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_23_SGNS_historicalVAD,0.5645,0.0,0.4965,0.0,0.1902,0.058,0.4171
HistoricalVAD\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_24_SGNS_historicalVAD,0.5828,0.0,0.5114,0.0,0.2034,0.0423,0.4326
HistoricalVAD\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_25_SGNS_historicalVAD,0.5777,0.0,0.4936,0.0,0.2191,0.0285,0.4301
HistoricalVAD\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_26_SGNS_historicalVAD,0.5746,0.0,0.4954,0.0,0.2122,0.0341,0.4274
HistoricalVAD\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_27_SGNS_historicalVAD,0.5651,0.0,0.4948,0.0,0.2054,0.0403,0.4218
HistoricalVAD\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_28_SGNS_historicalVAD,0.5785,0.0,0.5087,0.0,0.2149,0.0318,0.434
HistoricalVAD\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_29_SGNS_historicalVAD,0.5808,0.0,0.4858,0.0,0.2037,0.0421,0.4234
HistoricalVAD\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_2_SGNS_historicalVAD,0.5648,0.0,0.5061,0.0,0.1889,0.0598,0.4199
HistoricalVAD\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_30_SGNS_historicalVAD,0.5787,0.0,0.4916,0.0,0.2102,0.0358,0.4268
HistoricalVAD\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_31_SGNS_historicalVAD,0.5726,0.0,0.4904,0.0,0.2188,0.0287,0.4273
HistoricalVAD\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_32_SGNS_historicalVAD,0.5754,0.0,0.5008,0.0,0.2004,0.0456,0.4255
HistoricalVAD\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_33_SGNS_historicalVAD,0.572,0.0,0.5114,0.0,0.1963,0.0503,0.4266
HistoricalVAD\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_34_SGNS_historicalVAD,0.5803,0.0,0.5118,0.0,0.2095,0.0365,0.4339
HistoricalVAD\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_35_SGNS_historicalVAD,0.5733,0.0,0.4941,0.0,0.2011,0.0448,0.4228
HistoricalVAD\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_36_SGNS_historicalVAD,0.5642,0.0,0.4747,0.0,0.2084,0.0374,0.4158
HistoricalVAD\SGNS_LinearRegression\NRC_VAD10000\NRC_VAD_10000_37_SGNS_historicalVAD,0.5725,0.0,0.4977,0.0,0.1979,0.0484,0.4227
