,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_10_FastText_historicalVAD,0.5219,0.0,0.4468,0.0,0.2657,0.0075,0.4114
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_11_FastText_historicalVAD,0.5075,0.0,0.4826,0.0,0.2443,0.0143,0.4115
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_12_FastText_historicalVAD,0.5238,0.0,0.3908,0.0001,0.2407,0.0158,0.3851
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_13_FastText_historicalVAD,0.5285,0.0,0.4465,0.0,0.2526,0.0112,0.4092
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_14_FastText_historicalVAD,0.5318,0.0,0.4207,0.0,0.2615,0.0086,0.4047
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_15_FastText_historicalVAD,0.5374,0.0,0.5069,0.0,0.2359,0.0181,0.4268
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_16_FastText_historicalVAD,0.5724,0.0,0.4348,0.0,0.2755,0.0055,0.4276
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_17_FastText_historicalVAD,0.496,0.0,0.4202,0.0,0.273,0.006,0.3964
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_18_FastText_historicalVAD,0.5717,0.0,0.415,0.0,0.2505,0.0119,0.4124
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_19_FastText_historicalVAD,0.5413,0.0,0.4115,0.0,0.2677,0.0071,0.4068
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_1_FastText_historicalVAD,0.5279,0.0,0.4452,0.0,0.2525,0.0113,0.4085
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_20_FastText_historicalVAD,0.5403,0.0,0.4027,0.0,0.2156,0.0312,0.3862
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_21_FastText_historicalVAD,0.5119,0.0,0.4535,0.0,0.2144,0.0322,0.3933
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_22_FastText_historicalVAD,0.5253,0.0,0.4393,0.0,0.2086,0.0373,0.391
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_23_FastText_historicalVAD,0.5447,0.0,0.4189,0.0,0.2599,0.009,0.4079
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_24_FastText_historicalVAD,0.5424,0.0,0.4644,0.0,0.2555,0.0103,0.4208
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_25_FastText_historicalVAD,0.5169,0.0,0.4503,0.0,0.2418,0.0154,0.403
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_26_FastText_historicalVAD,0.5141,0.0,0.4361,0.0,0.269,0.0068,0.4064
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_27_FastText_historicalVAD,0.5219,0.0,0.3809,0.0001,0.1937,0.0535,0.3655
HistoricalVAD\FastText_LinearRegression\Warriner4000\Warriner_4000_28_FastText_historicalVAD,0.5189,0.0,0.427,0.0,0.2317,0.0204,0.3925
