,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_10_SGNS_historicalVAD,0.5428,0.0,0.4308,0.0,0.3264,0.0009,0.4333
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_11_SGNS_historicalVAD,0.5493,0.0,0.4254,0.0,0.3102,0.0017,0.4283
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_12_SGNS_historicalVAD,0.5351,0.0,0.4275,0.0,0.3236,0.001,0.4288
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_13_SGNS_historicalVAD,0.5438,0.0,0.4297,0.0,0.3179,0.0013,0.4305
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_14_SGNS_historicalVAD,0.5295,0.0,0.4093,0.0,0.3187,0.0012,0.4192
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_15_SGNS_historicalVAD,0.5318,0.0,0.418,0.0,0.3269,0.0009,0.4256
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_16_SGNS_historicalVAD,0.5447,0.0,0.4185,0.0,0.3097,0.0017,0.4243
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_17_SGNS_historicalVAD,0.5425,0.0,0.4232,0.0,0.3038,0.0021,0.4232
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_18_SGNS_historicalVAD,0.5379,0.0,0.4343,0.0,0.3074,0.0019,0.4265
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_19_SGNS_historicalVAD,0.5419,0.0,0.428,0.0,0.3128,0.0015,0.4276
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_1_SGNS_historicalVAD,0.545,0.0,0.4378,0.0,0.3098,0.0017,0.4309
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_20_SGNS_historicalVAD,0.5337,0.0,0.4405,0.0,0.2924,0.0032,0.4222
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_21_SGNS_historicalVAD,0.5348,0.0,0.4185,0.0,0.3037,0.0021,0.419
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_22_SGNS_historicalVAD,0.5407,0.0,0.4265,0.0,0.3062,0.0019,0.4245
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_23_SGNS_historicalVAD,0.5467,0.0,0.4346,0.0,0.3163,0.0013,0.4325
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_24_SGNS_historicalVAD,0.5374,0.0,0.4235,0.0,0.3191,0.0012,0.4266
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_25_SGNS_historicalVAD,0.5419,0.0,0.4306,0.0,0.3068,0.0019,0.4264
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_26_SGNS_historicalVAD,0.5286,0.0,0.4256,0.0,0.3233,0.001,0.4258
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_27_SGNS_historicalVAD,0.5329,0.0,0.4199,0.0,0.3143,0.0015,0.4224
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_28_SGNS_historicalVAD,0.5484,0.0,0.4322,0.0,0.3147,0.0014,0.4318
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_29_SGNS_historicalVAD,0.5476,0.0,0.4367,0.0,0.3144,0.0014,0.4329
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_2_SGNS_historicalVAD,0.5357,0.0,0.4383,0.0,0.3058,0.002,0.4266
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_30_SGNS_historicalVAD,0.5355,0.0,0.4259,0.0,0.3068,0.0019,0.4227
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_31_SGNS_historicalVAD,0.5356,0.0,0.429,0.0,0.3133,0.0015,0.426
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_32_SGNS_historicalVAD,0.5449,0.0,0.4234,0.0,0.3037,0.0021,0.424
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_33_SGNS_historicalVAD,0.5384,0.0,0.4472,0.0,0.3051,0.002,0.4302
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_34_SGNS_historicalVAD,0.5365,0.0,0.4315,0.0,0.3154,0.0014,0.4278
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_35_SGNS_historicalVAD,0.5381,0.0,0.4356,0.0,0.3176,0.0013,0.4305
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_36_SGNS_historicalVAD,0.5426,0.0,0.4256,0.0,0.3164,0.0013,0.4282
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_37_SGNS_historicalVAD,0.5425,0.0,0.4149,0.0,0.3135,0.0015,0.4236
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_38_SGNS_historicalVAD,0.5371,0.0,0.4234,0.0,0.3064,0.0019,0.4223
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_39_SGNS_historicalVAD,0.5466,0.0,0.4362,0.0,0.318,0.0013,0.4336
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_3_SGNS_historicalVAD,0.5511,0.0,0.4161,0.0,0.311,0.0016,0.4261
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_40_SGNS_historicalVAD,0.551,0.0,0.4179,0.0,0.3065,0.0019,0.4251
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_41_SGNS_historicalVAD,0.5415,0.0,0.4406,0.0,0.3226,0.0011,0.4349
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_42_SGNS_historicalVAD,0.5287,0.0,0.4232,0.0,0.3041,0.0021,0.4187
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_43_SGNS_historicalVAD,0.5438,0.0,0.4306,0.0,0.3261,0.0009,0.4335
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_44_SGNS_historicalVAD,0.5381,0.0,0.4289,0.0,0.308,0.0018,0.425
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_45_SGNS_historicalVAD,0.5356,0.0,0.4324,0.0,0.313,0.0015,0.427
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_46_SGNS_historicalVAD,0.5378,0.0,0.437,0.0,0.311,0.0016,0.4286
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_47_SGNS_historicalVAD,0.5321,0.0,0.4225,0.0,0.3067,0.0019,0.4204
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_48_SGNS_historicalVAD,0.544,0.0,0.4336,0.0,0.3147,0.0014,0.4308
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_49_SGNS_historicalVAD,0.5345,0.0,0.4207,0.0,0.3039,0.0021,0.4197
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_4_SGNS_historicalVAD,0.5448,0.0,0.4436,0.0,0.3184,0.0012,0.4356
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_50_SGNS_historicalVAD,0.5467,0.0,0.4271,0.0,0.3171,0.0013,0.4303
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_5_SGNS_historicalVAD,0.5362,0.0,0.4226,0.0,0.3047,0.0021,0.4212
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_6_SGNS_historicalVAD,0.5482,0.0,0.4346,0.0,0.311,0.0016,0.4313
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_7_SGNS_historicalVAD,0.5418,0.0,0.4287,0.0,0.3129,0.0015,0.4278
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_8_SGNS_historicalVAD,0.5498,0.0,0.4168,0.0,0.3223,0.0011,0.4296
HistoricalVAD\SGNS_LinearRegression\Warriner8000\Warriner_8000_9_SGNS_historicalVAD,0.5364,0.0,0.4207,0.0,0.3188,0.0012,0.4253
