,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_10_FastText_historicalVAD,0.5783,0.0,0.416,0.0,0.2321,0.0201,0.4088
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_11_FastText_historicalVAD,0.582,0.0,0.4479,0.0,0.2232,0.0256,0.4177
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_12_FastText_historicalVAD,0.5567,0.0,0.4456,0.0,0.2278,0.0226,0.4101
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_13_FastText_historicalVAD,0.5861,0.0,0.4395,0.0,0.2189,0.0287,0.4148
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_14_FastText_historicalVAD,0.5797,0.0,0.447,0.0,0.2282,0.0224,0.4183
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_15_FastText_historicalVAD,0.5793,0.0,0.4558,0.0,0.2378,0.0172,0.4243
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_16_FastText_historicalVAD,0.5713,0.0,0.458,0.0,0.2283,0.0223,0.4192
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_17_FastText_historicalVAD,0.5806,0.0,0.4183,0.0,0.2297,0.0215,0.4095
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_18_FastText_historicalVAD,0.5802,0.0,0.4355,0.0,0.2126,0.0337,0.4094
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_19_FastText_historicalVAD,0.5873,0.0,0.4464,0.0,0.224,0.0251,0.4192
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_1_FastText_historicalVAD,0.5748,0.0,0.4727,0.0,0.2116,0.0345,0.4197
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_20_FastText_historicalVAD,0.5761,0.0,0.4456,0.0,0.2224,0.0262,0.4147
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_21_FastText_historicalVAD,0.5549,0.0,0.4508,0.0,0.2039,0.0419,0.4032
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_22_FastText_historicalVAD,0.5866,0.0,0.4369,0.0,0.2371,0.0176,0.4202
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_23_FastText_historicalVAD,0.5663,0.0,0.4447,0.0,0.2239,0.0251,0.4117
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_24_FastText_historicalVAD,0.5736,0.0,0.473,0.0,0.2233,0.0256,0.4233
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_25_FastText_historicalVAD,0.5743,0.0,0.4502,0.0,0.2264,0.0235,0.4169
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_26_FastText_historicalVAD,0.5662,0.0,0.4531,0.0,0.2261,0.0237,0.4151
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_27_FastText_historicalVAD,0.5808,0.0,0.4571,0.0,0.2262,0.0236,0.4214
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_28_FastText_historicalVAD,0.5804,0.0,0.4452,0.0,0.2241,0.025,0.4166
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_29_FastText_historicalVAD,0.5927,0.0,0.4476,0.0,0.222,0.0265,0.4208
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_2_FastText_historicalVAD,0.5855,0.0,0.4572,0.0,0.2265,0.0235,0.4231
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_30_FastText_historicalVAD,0.5641,0.0,0.4567,0.0,0.2122,0.0341,0.411
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_31_FastText_historicalVAD,0.5742,0.0,0.4663,0.0,0.2234,0.0254,0.4213
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_32_FastText_historicalVAD,0.5673,0.0,0.4695,0.0,0.2255,0.0241,0.4208
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_33_FastText_historicalVAD,0.5693,0.0,0.45,0.0,0.2189,0.0287,0.4127
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_34_FastText_historicalVAD,0.584,0.0,0.4387,0.0,0.2419,0.0153,0.4215
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_35_FastText_historicalVAD,0.5664,0.0,0.4347,0.0,0.2276,0.0228,0.4095
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_36_FastText_historicalVAD,0.5785,0.0,0.4614,0.0,0.2311,0.0207,0.4236
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_37_FastText_historicalVAD,0.5781,0.0,0.4423,0.0,0.2273,0.023,0.4159
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_38_FastText_historicalVAD,0.5748,0.0,0.4559,0.0,0.219,0.0286,0.4166
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_39_FastText_historicalVAD,0.5931,0.0,0.446,0.0,0.1978,0.0485,0.4123
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_3_FastText_historicalVAD,0.5791,0.0,0.4589,0.0,0.2133,0.0331,0.4171
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_40_FastText_historicalVAD,0.5682,0.0,0.4605,0.0,0.2344,0.0189,0.421
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_41_FastText_historicalVAD,0.565,0.0,0.4432,0.0,0.217,0.0301,0.4084
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_42_FastText_historicalVAD,0.5791,0.0,0.4611,0.0,0.206,0.0398,0.4154
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_43_FastText_historicalVAD,0.5764,0.0,0.4466,0.0,0.2206,0.0274,0.4145
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_44_FastText_historicalVAD,0.5698,0.0,0.4613,0.0,0.2151,0.0316,0.4154
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_45_FastText_historicalVAD,0.5916,0.0,0.4284,0.0,0.2412,0.0156,0.4204
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_46_FastText_historicalVAD,0.5762,0.0,0.4554,0.0,0.2391,0.0166,0.4236
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_47_FastText_historicalVAD,0.5778,0.0,0.4345,0.0,0.2307,0.0209,0.4143
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_48_FastText_historicalVAD,0.5725,0.0,0.4322,0.0,0.2307,0.0209,0.4118
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_49_FastText_historicalVAD,0.5612,0.0,0.4309,0.0,0.2153,0.0315,0.4025
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_4_FastText_historicalVAD,0.5739,0.0,0.4479,0.0,0.2217,0.0267,0.4145
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_50_FastText_historicalVAD,0.5833,0.0,0.4679,0.0,0.2105,0.0355,0.4206
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_5_FastText_historicalVAD,0.5763,0.0,0.4599,0.0,0.2043,0.0415,0.4135
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_6_FastText_historicalVAD,0.5742,0.0,0.4435,0.0,0.2163,0.0307,0.4113
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_7_FastText_historicalVAD,0.5824,0.0,0.4387,0.0,0.2216,0.0267,0.4142
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_8_FastText_historicalVAD,0.583,0.0,0.4474,0.0,0.2251,0.0243,0.4185
HistoricalVAD\FastText_LinearRegression\NRC_VAD8000\NRC_VAD_8000_9_FastText_historicalVAD,0.5859,0.0,0.4624,0.0,0.2088,0.0371,0.419
Mean,0.576388,0.0,0.44892599999999994,0.0,0.22264999999999996,0.026719999999999997,0.4159840000000001
