,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_10_SGNS_historicalVAD,0.5326,0.0,0.4962,0.0,0.1924,0.0551,0.4071
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_11_SGNS_historicalVAD,0.578,0.0,0.4627,0.0,0.1965,0.0501,0.4124
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_12_SGNS_historicalVAD,0.5392,0.0,0.4305,0.0,0.2008,0.0451,0.3902
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_13_SGNS_historicalVAD,0.5643,0.0,0.5176,0.0,0.1893,0.0592,0.4237
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_14_SGNS_historicalVAD,0.5923,0.0,0.4772,0.0,0.2197,0.028,0.4297
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_15_SGNS_historicalVAD,0.5828,0.0,0.4493,0.0,0.1732,0.0849,0.4017
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_16_SGNS_historicalVAD,0.5695,0.0,0.4636,0.0,0.2007,0.0453,0.4112
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_17_SGNS_historicalVAD,0.5524,0.0,0.4681,0.0,0.2024,0.0434,0.4076
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_18_SGNS_historicalVAD,0.5581,0.0,0.501,0.0,0.1875,0.0617,0.4155
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_19_SGNS_historicalVAD,0.5718,0.0,0.5188,0.0,0.1839,0.0671,0.4248
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_1_SGNS_historicalVAD,0.5612,0.0,0.4415,0.0,0.1928,0.0546,0.3985
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_20_SGNS_historicalVAD,0.5944,0.0,0.4559,0.0,0.1852,0.065,0.4119
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_21_SGNS_historicalVAD,0.5418,0.0,0.4492,0.0,0.1624,0.1065,0.3845
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_22_SGNS_historicalVAD,0.5242,0.0,0.4746,0.0,0.1948,0.0521,0.3979
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_23_SGNS_historicalVAD,0.5317,0.0,0.4715,0.0,0.2223,0.0263,0.4085
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_24_SGNS_historicalVAD,0.5646,0.0,0.4717,0.0,0.2034,0.0424,0.4132
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_25_SGNS_historicalVAD,0.5544,0.0,0.4852,0.0,0.1769,0.0782,0.4055
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_26_SGNS_historicalVAD,0.5288,0.0,0.5234,0.0,0.1439,0.1532,0.3987
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_27_SGNS_historicalVAD,0.5777,0.0,0.4539,0.0,0.1864,0.0633,0.406
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_28_SGNS_historicalVAD,0.5786,0.0,0.46,0.0,0.1992,0.0469,0.4126
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_29_SGNS_historicalVAD,0.5568,0.0,0.4437,0.0,0.2226,0.026,0.4077
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_2_SGNS_historicalVAD,0.5716,0.0,0.4524,0.0,0.2004,0.0456,0.4081
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_30_SGNS_historicalVAD,0.5753,0.0,0.5165,0.0,0.1999,0.0461,0.4306
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_31_SGNS_historicalVAD,0.5329,0.0,0.4576,0.0,0.1761,0.0797,0.3889
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_32_SGNS_historicalVAD,0.5464,0.0,0.4923,0.0,0.1372,0.1733,0.392
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_33_SGNS_historicalVAD,0.5204,0.0,0.4712,0.0,0.1948,0.0521,0.3954
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_34_SGNS_historicalVAD,0.5607,0.0,0.4972,0.0,0.185,0.0653,0.4143
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_35_SGNS_historicalVAD,0.5795,0.0,0.4699,0.0,0.2462,0.0135,0.4319
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_36_SGNS_historicalVAD,0.5638,0.0,0.4831,0.0,0.2052,0.0406,0.4174
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_37_SGNS_historicalVAD,0.5838,0.0,0.3996,0.0,0.2013,0.0446,0.3949
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_38_SGNS_historicalVAD,0.561,0.0,0.4587,0.0,0.1887,0.0601,0.4028
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_39_SGNS_historicalVAD,0.5505,0.0,0.4981,0.0,0.2091,0.0368,0.4192
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_3_SGNS_historicalVAD,0.5936,0.0,0.485,0.0,0.1942,0.0529,0.4243
HistoricalVAD\SGNS_LinearRegression\NRC_VAD5000\NRC_VAD_5000_40_SGNS_historicalVAD,0.5492,0.0,0.4657,0.0,0.2066,0.0391,0.4072
