,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_10_FastText_historicalVAD,0.5537,0.0,0.4506,0.0,0.2037,0.042,0.4027
HistoricalVAD\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_11_FastText_historicalVAD,0.5741,0.0,0.4292,0.0,0.2694,0.0067,0.4242
HistoricalVAD\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_12_FastText_historicalVAD,0.5527,0.0,0.4013,0.0,0.2467,0.0134,0.4002
HistoricalVAD\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_13_FastText_historicalVAD,0.551,0.0,0.4694,0.0,0.2007,0.0452,0.407
HistoricalVAD\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_14_FastText_historicalVAD,0.5667,0.0,0.4282,0.0,0.2038,0.042,0.3996
HistoricalVAD\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_15_FastText_historicalVAD,0.5676,0.0,0.4596,0.0,0.2285,0.0222,0.4186
HistoricalVAD\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_16_FastText_historicalVAD,0.5669,0.0,0.4103,0.0,0.1948,0.0521,0.3907
HistoricalVAD\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_17_FastText_historicalVAD,0.5634,0.0,0.4618,0.0,0.2243,0.0248,0.4165
HistoricalVAD\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_18_FastText_historicalVAD,0.5595,0.0,0.419,0.0,0.2257,0.024,0.4014
HistoricalVAD\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_19_FastText_historicalVAD,0.5932,0.0,0.4345,0.0,0.2335,0.0194,0.4204
HistoricalVAD\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_1_FastText_historicalVAD,0.5334,0.0,0.4432,0.0,0.2025,0.0433,0.393
HistoricalVAD\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_20_FastText_historicalVAD,0.5663,0.0,0.4371,0.0,0.2172,0.0299,0.4069
HistoricalVAD\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_21_FastText_historicalVAD,0.5781,0.0,0.3822,0.0001,0.2325,0.0199,0.3976
HistoricalVAD\FastText_LinearRegression\NRC_VAD5000\NRC_VAD_5000_22_FastText_historicalVAD,0.554,0.0,0.4476,0.0,0.2128,0.0335,0.4048
