,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_10_SGNS_historicalVAD,0.572,0.0,0.5012,0.0,0.1949,0.052,0.4227
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_11_SGNS_historicalVAD,0.5656,0.0,0.4712,0.0,0.1955,0.0513,0.4108
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_12_SGNS_historicalVAD,0.5629,0.0,0.4748,0.0,0.2171,0.0301,0.4183
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_13_SGNS_historicalVAD,0.5697,0.0,0.4906,0.0,0.18,0.0731,0.4134
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_14_SGNS_historicalVAD,0.5783,0.0,0.4857,0.0,0.2214,0.0268,0.4285
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_15_SGNS_historicalVAD,0.5602,0.0,0.496,0.0,0.2081,0.0377,0.4214
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_16_SGNS_historicalVAD,0.5639,0.0,0.4806,0.0,0.2148,0.0319,0.4198
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_17_SGNS_historicalVAD,0.5679,0.0,0.4944,0.0,0.1924,0.0552,0.4182
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_18_SGNS_historicalVAD,0.578,0.0,0.4824,0.0,0.2081,0.0377,0.4228
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_19_SGNS_historicalVAD,0.5682,0.0,0.5079,0.0,0.1966,0.05,0.4242
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_1_SGNS_historicalVAD,0.5842,0.0,0.4953,0.0,0.2189,0.0286,0.4328
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_20_SGNS_historicalVAD,0.5801,0.0,0.5002,0.0,0.2111,0.035,0.4304
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_21_SGNS_historicalVAD,0.5605,0.0,0.4849,0.0,0.2058,0.04,0.417
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_22_SGNS_historicalVAD,0.542,0.0,0.4992,0.0,0.2008,0.0451,0.414
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_23_SGNS_historicalVAD,0.5642,0.0,0.4734,0.0,0.1973,0.0491,0.4116
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_24_SGNS_historicalVAD,0.5729,0.0,0.4992,0.0,0.2072,0.0386,0.4264
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_25_SGNS_historicalVAD,0.5775,0.0,0.5021,0.0,0.2105,0.0355,0.43
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_26_SGNS_historicalVAD,0.5634,0.0,0.4945,0.0,0.2054,0.0403,0.4211
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_27_SGNS_historicalVAD,0.5647,0.0,0.4644,0.0,0.1981,0.0482,0.4091
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_28_SGNS_historicalVAD,0.5627,0.0,0.467,0.0,0.1921,0.0556,0.4073
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_29_SGNS_historicalVAD,0.5633,0.0,0.4914,0.0,0.2187,0.0288,0.4245
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_2_SGNS_historicalVAD,0.5807,0.0,0.5002,0.0,0.2056,0.0401,0.4288
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_30_SGNS_historicalVAD,0.5736,0.0,0.506,0.0,0.2167,0.0304,0.4321
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_31_SGNS_historicalVAD,0.5637,0.0,0.476,0.0,0.2024,0.0434,0.4141
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_32_SGNS_historicalVAD,0.5701,0.0,0.4774,0.0,0.2169,0.0302,0.4215
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_33_SGNS_historicalVAD,0.5683,0.0,0.4814,0.0,0.2039,0.0419,0.4179
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_34_SGNS_historicalVAD,0.5621,0.0,0.488,0.0,0.2042,0.0416,0.4181
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_35_SGNS_historicalVAD,0.5627,0.0,0.4964,0.0,0.2019,0.044,0.4203
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_36_SGNS_historicalVAD,0.5864,0.0,0.5104,0.0,0.2022,0.0437,0.433
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_37_SGNS_historicalVAD,0.575,0.0,0.4933,0.0,0.2225,0.0261,0.4302
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_38_SGNS_historicalVAD,0.5782,0.0,0.5113,0.0,0.2081,0.0378,0.4325
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_39_SGNS_historicalVAD,0.5715,0.0,0.4872,0.0,0.2329,0.0197,0.4305
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_3_SGNS_historicalVAD,0.57,0.0,0.4948,0.0,0.1819,0.0701,0.4156
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_40_SGNS_historicalVAD,0.5788,0.0,0.493,0.0,0.2018,0.0441,0.4245
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_41_SGNS_historicalVAD,0.5693,0.0,0.4869,0.0,0.215,0.0317,0.4237
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_42_SGNS_historicalVAD,0.5656,0.0,0.5155,0.0,0.2058,0.0399,0.429
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_43_SGNS_historicalVAD,0.5774,0.0,0.4856,0.0,0.2028,0.043,0.4219
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_44_SGNS_historicalVAD,0.5585,0.0,0.5054,0.0,0.1893,0.0592,0.4178
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_45_SGNS_historicalVAD,0.5591,0.0,0.4955,0.0,0.2068,0.039,0.4205
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_46_SGNS_historicalVAD,0.5758,0.0,0.4766,0.0,0.2194,0.0283,0.4239
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_47_SGNS_historicalVAD,0.5628,0.0,0.4984,0.0,0.2051,0.0406,0.4221
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_48_SGNS_historicalVAD,0.551,0.0,0.4869,0.0,0.2003,0.0457,0.4127
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_49_SGNS_historicalVAD,0.5673,0.0,0.465,0.0,0.2169,0.0302,0.4164
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_4_SGNS_historicalVAD,0.5756,0.0,0.4938,0.0,0.2104,0.0357,0.4266
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_50_SGNS_historicalVAD,0.5691,0.0,0.4869,0.0,0.217,0.0301,0.4243
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_5_SGNS_historicalVAD,0.557,0.0,0.4669,0.0,0.2051,0.0407,0.4097
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_6_SGNS_historicalVAD,0.5496,0.0,0.4942,0.0,0.2166,0.0304,0.4201
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_7_SGNS_historicalVAD,0.5816,0.0,0.5043,0.0,0.2174,0.0298,0.4344
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_8_SGNS_historicalVAD,0.5725,0.0,0.5273,0.0,0.2048,0.041,0.4349
HistoricalVAD\SGNS_LinearRegression\NRC_VAD9000\NRC_VAD_9000_9_SGNS_historicalVAD,0.5808,0.0,0.4896,0.0,0.2109,0.0352,0.4271
Mean,0.5687260000000001,0.0,0.4910119999999999,0.0,0.20678800000000003,0.040084,0.42217
