,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_10_FastText_historicalVAD,0.5465,0.0,0.4611,0.0,0.2509,0.0118,0.4195
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_11_FastText_historicalVAD,0.5248,0.0,0.4436,0.0,0.2002,0.0458,0.3895
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_12_FastText_historicalVAD,0.5415,0.0,0.4539,0.0,0.2412,0.0156,0.4122
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_13_FastText_historicalVAD,0.5614,0.0,0.4577,0.0,0.2461,0.0136,0.4217
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_14_FastText_historicalVAD,0.5314,0.0,0.4542,0.0,0.2238,0.0252,0.4031
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_15_FastText_historicalVAD,0.5436,0.0,0.4252,0.0,0.246,0.0136,0.4049
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_16_FastText_historicalVAD,0.5329,0.0,0.4581,0.0,0.2456,0.0138,0.4122
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_17_FastText_historicalVAD,0.534,0.0,0.4352,0.0,0.2468,0.0133,0.4053
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_18_FastText_historicalVAD,0.5112,0.0,0.4559,0.0,0.2382,0.017,0.4018
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_19_FastText_historicalVAD,0.5193,0.0,0.4621,0.0,0.2209,0.0272,0.4008
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_1_FastText_historicalVAD,0.5183,0.0,0.4313,0.0,0.2174,0.0298,0.389
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_20_FastText_historicalVAD,0.5253,0.0,0.4405,0.0,0.2474,0.0131,0.4044
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_21_FastText_historicalVAD,0.5268,0.0,0.4556,0.0,0.2548,0.0105,0.4124
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_22_FastText_historicalVAD,0.5305,0.0,0.4338,0.0,0.2538,0.0108,0.406
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_23_FastText_historicalVAD,0.5567,0.0,0.4474,0.0,0.2489,0.0125,0.4176
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_24_FastText_historicalVAD,0.5311,0.0,0.4456,0.0,0.2504,0.012,0.409
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_25_FastText_historicalVAD,0.5551,0.0,0.4536,0.0,0.2503,0.012,0.4196
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_26_FastText_historicalVAD,0.5474,0.0,0.4542,0.0,0.2215,0.0268,0.4077
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_27_FastText_historicalVAD,0.5561,0.0,0.4669,0.0,0.2608,0.0088,0.4279
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_28_FastText_historicalVAD,0.5616,0.0,0.4881,0.0,0.2547,0.0105,0.4348
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_29_FastText_historicalVAD,0.5491,0.0,0.4451,0.0,0.2283,0.0223,0.4075
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_2_FastText_historicalVAD,0.5309,0.0,0.4667,0.0,0.2482,0.0128,0.4153
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_30_FastText_historicalVAD,0.5442,0.0,0.4551,0.0,0.226,0.0238,0.4084
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_31_FastText_historicalVAD,0.5217,0.0,0.4576,0.0,0.2397,0.0163,0.4063
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_32_FastText_historicalVAD,0.5355,0.0,0.4261,0.0,0.2593,0.0092,0.407
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_33_FastText_historicalVAD,0.52,0.0,0.4662,0.0,0.2474,0.0131,0.4112
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_34_FastText_historicalVAD,0.5336,0.0,0.4479,0.0,0.2455,0.0138,0.409
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_35_FastText_historicalVAD,0.5335,0.0,0.458,0.0,0.222,0.0264,0.4045
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_36_FastText_historicalVAD,0.5508,0.0,0.4585,0.0,0.229,0.0219,0.4128
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_37_FastText_historicalVAD,0.5283,0.0,0.4307,0.0,0.2373,0.0174,0.3988
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_38_FastText_historicalVAD,0.5327,0.0,0.4438,0.0,0.2386,0.0168,0.405
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_39_FastText_historicalVAD,0.5229,0.0,0.473,0.0,0.247,0.0132,0.4143
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_3_FastText_historicalVAD,0.5315,0.0,0.4412,0.0,0.2547,0.0105,0.4092
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_40_FastText_historicalVAD,0.511,0.0,0.414,0.0,0.2409,0.0158,0.3886
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_41_FastText_historicalVAD,0.5281,0.0,0.4456,0.0,0.2759,0.0055,0.4165
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_42_FastText_historicalVAD,0.5342,0.0,0.4263,0.0,0.232,0.0202,0.3975
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_43_FastText_historicalVAD,0.5265,0.0,0.4723,0.0,0.2504,0.012,0.4164
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_44_FastText_historicalVAD,0.5394,0.0,0.4137,0.0,0.2258,0.0239,0.393
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_45_FastText_historicalVAD,0.5455,0.0,0.4448,0.0,0.2749,0.0056,0.4217
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_46_FastText_historicalVAD,0.5557,0.0,0.4486,0.0,0.2571,0.0098,0.4205
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_47_FastText_historicalVAD,0.5303,0.0,0.4183,0.0,0.2494,0.0124,0.3993
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_48_FastText_historicalVAD,0.5456,0.0,0.4776,0.0,0.2235,0.0254,0.4156
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_49_FastText_historicalVAD,0.5254,0.0,0.443,0.0,0.241,0.0157,0.4031
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_4_FastText_historicalVAD,0.5482,0.0,0.4906,0.0,0.2295,0.0216,0.4228
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_50_FastText_historicalVAD,0.5229,0.0,0.4541,0.0,0.2481,0.0128,0.4084
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_5_FastText_historicalVAD,0.5102,0.0,0.4733,0.0,0.233,0.0197,0.4055
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_6_FastText_historicalVAD,0.5297,0.0,0.4026,0.0,0.221,0.0271,0.3844
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_7_FastText_historicalVAD,0.5427,0.0,0.4626,0.0,0.2589,0.0093,0.4214
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_8_FastText_historicalVAD,0.5667,0.0,0.4556,0.0,0.2281,0.0224,0.4168
HistoricalVAD\FastText_LinearRegression\Warriner6000\Warriner_6000_9_FastText_historicalVAD,0.5332,0.0,0.4436,0.0,0.2264,0.0235,0.4011
Mean,0.53571,0.0,0.44961,0.0,0.241172,0.016878,0.408826
