,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_10_SGNS_historicalVAD,0.5313,0.0,0.3645,0.0002,0.0944,0.3501,0.3301
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_11_SGNS_historicalVAD,0.4839,0.0,0.3879,0.0001,0.0858,0.3963,0.3192
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_12_SGNS_historicalVAD,0.4599,0.0,0.3833,0.0001,0.1073,0.288,0.3168
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_13_SGNS_historicalVAD,0.5071,0.0,0.331,0.0008,0.0815,0.42,0.3065
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_14_SGNS_historicalVAD,0.5175,0.0,0.3993,0.0,0.0844,0.4039,0.3337
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_15_SGNS_historicalVAD,0.5075,0.0,0.3988,0.0,0.089,0.3786,0.3318
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_16_SGNS_historicalVAD,0.4636,0.0,0.4049,0.0,0.0863,0.3933,0.3182
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_17_SGNS_historicalVAD,0.47,0.0,0.3889,0.0001,0.1095,0.2783,0.3228
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_18_SGNS_historicalVAD,0.4778,0.0,0.3591,0.0002,0.0745,0.4615,0.3038
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_19_SGNS_historicalVAD,0.5304,0.0,0.3794,0.0001,0.0856,0.3969,0.3318
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_1_SGNS_historicalVAD,0.4723,0.0,0.3936,0.0001,0.0695,0.4921,0.3118
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_20_SGNS_historicalVAD,0.4908,0.0,0.4048,0.0,0.0774,0.4442,0.3243
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_21_SGNS_historicalVAD,0.4684,0.0,0.3696,0.0002,0.1008,0.3183,0.3129
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_22_SGNS_historicalVAD,0.5004,0.0,0.3871,0.0001,0.0911,0.3674,0.3262
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_23_SGNS_historicalVAD,0.4738,0.0,0.3961,0.0,0.0902,0.3721,0.32
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_24_SGNS_historicalVAD,0.5008,0.0,0.4018,0.0,0.0966,0.3388,0.3331
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_25_SGNS_historicalVAD,0.5033,0.0,0.3672,0.0002,0.0906,0.3701,0.3204
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_26_SGNS_historicalVAD,0.4864,0.0,0.3561,0.0003,0.0871,0.3888,0.3099
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_27_SGNS_historicalVAD,0.4802,0.0,0.3625,0.0002,0.0744,0.4617,0.3057
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_28_SGNS_historicalVAD,0.5348,0.0,0.4065,0.0,0.0886,0.3808,0.3433
HistoricalVAD\SGNS_PaRaSim\NRC_VAD2000\NRC_VAD_2000_29_SGNS_historicalVAD,0.5202,0.0,0.3621,0.0002,0.1021,0.3122,0.3281
