,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\FastText_LinearRegression\Warriner7000\Warriner_7000_10_FastText_historicalVAD,0.5429,0.0,0.4498,0.0,0.252,0.0114,0.4149
HistoricalVAD\FastText_LinearRegression\Warriner7000\Warriner_7000_11_FastText_historicalVAD,0.5341,0.0,0.4535,0.0,0.2342,0.019,0.4073
HistoricalVAD\FastText_LinearRegression\Warriner7000\Warriner_7000_12_FastText_historicalVAD,0.5496,0.0,0.4535,0.0,0.2349,0.0187,0.4127
HistoricalVAD\FastText_LinearRegression\Warriner7000\Warriner_7000_13_FastText_historicalVAD,0.5319,0.0,0.4675,0.0,0.2445,0.0142,0.4146
HistoricalVAD\FastText_LinearRegression\Warriner7000\Warriner_7000_14_FastText_historicalVAD,0.5345,0.0,0.4686,0.0,0.2416,0.0155,0.4149
HistoricalVAD\FastText_LinearRegression\Warriner7000\Warriner_7000_15_FastText_historicalVAD,0.5149,0.0,0.4733,0.0,0.2407,0.0158,0.4096
HistoricalVAD\FastText_LinearRegression\Warriner7000\Warriner_7000_16_FastText_historicalVAD,0.5313,0.0,0.468,0.0,0.2393,0.0165,0.4129
HistoricalVAD\FastText_LinearRegression\Warriner7000\Warriner_7000_17_FastText_historicalVAD,0.5225,0.0,0.4585,0.0,0.2243,0.0249,0.4018
HistoricalVAD\FastText_LinearRegression\Warriner7000\Warriner_7000_18_FastText_historicalVAD,0.5306,0.0,0.4588,0.0,0.2411,0.0157,0.4102
HistoricalVAD\FastText_LinearRegression\Warriner7000\Warriner_7000_19_FastText_historicalVAD,0.5428,0.0,0.4625,0.0,0.2413,0.0156,0.4155
HistoricalVAD\FastText_LinearRegression\Warriner7000\Warriner_7000_1_FastText_historicalVAD,0.5338,0.0,0.4515,0.0,0.2326,0.0199,0.406
HistoricalVAD\FastText_LinearRegression\Warriner7000\Warriner_7000_20_FastText_historicalVAD,0.5317,0.0,0.4694,0.0,0.2687,0.0069,0.4233
HistoricalVAD\FastText_LinearRegression\Warriner7000\Warriner_7000_21_FastText_historicalVAD,0.5397,0.0,0.4498,0.0,0.2657,0.0075,0.4184
