,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_10_FastText_historicalVAD,0.5741,0.0,0.4597,0.0,0.2232,0.0256,0.419
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_11_FastText_historicalVAD,0.5773,0.0,0.4574,0.0,0.2259,0.0238,0.4202
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_12_FastText_historicalVAD,0.5766,0.0,0.4515,0.0,0.2251,0.0243,0.4177
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_13_FastText_historicalVAD,0.5765,0.0,0.4527,0.0,0.2264,0.0235,0.4185
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_14_FastText_historicalVAD,0.5817,0.0,0.4476,0.0,0.2237,0.0253,0.4177
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_15_FastText_historicalVAD,0.577,0.0,0.4518,0.0,0.229,0.0219,0.4193
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_16_FastText_historicalVAD,0.58,0.0,0.4597,0.0,0.2285,0.0222,0.4227
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_17_FastText_historicalVAD,0.5838,0.0,0.448,0.0,0.2285,0.0222,0.4201
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_18_FastText_historicalVAD,0.588,0.0,0.4589,0.0,0.223,0.0258,0.4233
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_19_FastText_historicalVAD,0.583,0.0,0.4565,0.0,0.2307,0.021,0.4234
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_1_FastText_historicalVAD,0.5817,0.0,0.4539,0.0,0.2213,0.0269,0.419
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_20_FastText_historicalVAD,0.5836,0.0,0.4561,0.0,0.2267,0.0233,0.4221
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_21_FastText_historicalVAD,0.5743,0.0,0.4614,0.0,0.2307,0.021,0.4221
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_22_FastText_historicalVAD,0.5691,0.0,0.4467,0.0,0.2245,0.0247,0.4134
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_23_FastText_historicalVAD,0.5697,0.0,0.451,0.0,0.2211,0.0271,0.414
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_24_FastText_historicalVAD,0.5822,0.0,0.4536,0.0,0.2255,0.0241,0.4204
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_25_FastText_historicalVAD,0.5747,0.0,0.4488,0.0,0.2258,0.0239,0.4164
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_26_FastText_historicalVAD,0.5811,0.0,0.4534,0.0,0.2285,0.0222,0.421
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_27_FastText_historicalVAD,0.577,0.0,0.4405,0.0,0.2224,0.0262,0.4133
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_28_FastText_historicalVAD,0.584,0.0,0.4444,0.0,0.2318,0.0203,0.42
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_29_FastText_historicalVAD,0.5767,0.0,0.4553,0.0,0.2252,0.0243,0.419
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_2_FastText_historicalVAD,0.5724,0.0,0.4573,0.0,0.2193,0.0284,0.4163
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_30_FastText_historicalVAD,0.5794,0.0,0.4481,0.0,0.2278,0.0226,0.4184
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_31_FastText_historicalVAD,0.5833,0.0,0.461,0.0,0.2209,0.0272,0.4217
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_32_FastText_historicalVAD,0.5819,0.0,0.4516,0.0,0.2221,0.0264,0.4185
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_33_FastText_historicalVAD,0.5819,0.0,0.4558,0.0,0.225,0.0244,0.4209
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_34_FastText_historicalVAD,0.589,0.0,0.4649,0.0,0.2301,0.0213,0.428
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_35_FastText_historicalVAD,0.5808,0.0,0.4483,0.0,0.2251,0.0243,0.4181
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_36_FastText_historicalVAD,0.5836,0.0,0.4437,0.0,0.2121,0.0341,0.4132
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_37_FastText_historicalVAD,0.5732,0.0,0.4521,0.0,0.2213,0.0269,0.4156
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_38_FastText_historicalVAD,0.5762,0.0,0.4594,0.0,0.2253,0.0242,0.4203
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_39_FastText_historicalVAD,0.5796,0.0,0.4565,0.0,0.2203,0.0276,0.4188
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_3_FastText_historicalVAD,0.5762,0.0,0.452,0.0,0.2287,0.0221,0.419
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_40_FastText_historicalVAD,0.5773,0.0,0.4471,0.0,0.2168,0.0302,0.4137
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_41_FastText_historicalVAD,0.5828,0.0,0.4586,0.0,0.232,0.0202,0.4245
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_42_FastText_historicalVAD,0.5814,0.0,0.4454,0.0,0.2242,0.0249,0.417
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_43_FastText_historicalVAD,0.5823,0.0,0.4524,0.0,0.2301,0.0213,0.4216
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_44_FastText_historicalVAD,0.5807,0.0,0.458,0.0,0.2281,0.0224,0.4223
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_45_FastText_historicalVAD,0.5771,0.0,0.4491,0.0,0.2279,0.0226,0.418
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_46_FastText_historicalVAD,0.5788,0.0,0.4545,0.0,0.2258,0.0239,0.4197
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_47_FastText_historicalVAD,0.576,0.0,0.4461,0.0,0.2261,0.0237,0.4161
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_48_FastText_historicalVAD,0.5823,0.0,0.4481,0.0,0.2255,0.0241,0.4186
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_49_FastText_historicalVAD,0.5821,0.0,0.4583,0.0,0.2235,0.0254,0.4213
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_4_FastText_historicalVAD,0.5763,0.0,0.4583,0.0,0.2299,0.0214,0.4215
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_50_FastText_historicalVAD,0.5804,0.0,0.4552,0.0,0.2289,0.022,0.4215
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_5_FastText_historicalVAD,0.5782,0.0,0.4486,0.0,0.2298,0.0215,0.4189
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_6_FastText_historicalVAD,0.5827,0.0,0.4577,0.0,0.2229,0.0258,0.4211
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_7_FastText_historicalVAD,0.5745,0.0,0.4472,0.0,0.2215,0.0268,0.4144
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_8_FastText_historicalVAD,0.5806,0.0,0.4471,0.0,0.2271,0.0231,0.4183
HistoricalVAD\FastText_LinearRegression\NRC_VAD10000\NRC_VAD_10000_9_FastText_historicalVAD,0.5816,0.0,0.454,0.0,0.2218,0.0265,0.4191
Mean,0.579294,0.0,0.452906,0.0,0.225348,0.024297999999999997,0.41918
