,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_10_SGNS_historicalVAD,0.5506,0.0,0.4246,0.0,0.3267,0.0009,0.434
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_11_SGNS_historicalVAD,0.5311,0.0,0.4323,0.0,0.3043,0.0021,0.4226
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_12_SGNS_historicalVAD,0.5366,0.0,0.4261,0.0,0.3001,0.0024,0.4209
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_13_SGNS_historicalVAD,0.5515,0.0,0.444,0.0,0.3026,0.0022,0.4327
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_14_SGNS_historicalVAD,0.5471,0.0,0.4434,0.0,0.3132,0.0015,0.4345
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_15_SGNS_historicalVAD,0.5361,0.0,0.4348,0.0,0.3025,0.0022,0.4245
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_16_SGNS_historicalVAD,0.5352,0.0,0.4129,0.0,0.3013,0.0023,0.4165
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_17_SGNS_historicalVAD,0.5323,0.0,0.4026,0.0,0.3016,0.0023,0.4122
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_18_SGNS_historicalVAD,0.5427,0.0,0.4006,0.0,0.2874,0.0037,0.4102
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_19_SGNS_historicalVAD,0.5348,0.0,0.3997,0.0,0.2972,0.0027,0.4106
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_1_SGNS_historicalVAD,0.533,0.0,0.426,0.0,0.3031,0.0022,0.4207
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_20_SGNS_historicalVAD,0.5578,0.0,0.4152,0.0,0.3388,0.0006,0.4373
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_21_SGNS_historicalVAD,0.54,0.0,0.4336,0.0,0.3018,0.0023,0.4252
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_22_SGNS_historicalVAD,0.5682,0.0,0.4205,0.0,0.3139,0.0015,0.4342
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_23_SGNS_historicalVAD,0.5282,0.0,0.4414,0.0,0.2949,0.0029,0.4215
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_24_SGNS_historicalVAD,0.5425,0.0,0.4092,0.0,0.3233,0.001,0.425
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_25_SGNS_historicalVAD,0.535,0.0,0.4409,0.0,0.2968,0.0027,0.4242
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_26_SGNS_historicalVAD,0.5454,0.0,0.415,0.0,0.2984,0.0026,0.4196
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_27_SGNS_historicalVAD,0.5335,0.0,0.4145,0.0,0.322,0.0011,0.4233
HistoricalVAD\SGNS_LinearRegression\Warriner7000\Warriner_7000_28_SGNS_historicalVAD,0.5478,0.0,0.4554,0.0,0.3287,0.0008,0.444
