,r_V,p_value_V,r_A,p_value_A,r_D,p_value_D,single_mean
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_10_SGNS_historicalVAD,0.5636,0.0,0.3786,0.0001,0.2661,0.0075,0.4028
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_11_SGNS_historicalVAD,0.5305,0.0,0.3643,0.0002,0.2279,0.0226,0.3742
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_12_SGNS_historicalVAD,0.4648,0.0,0.4148,0.0,0.2301,0.0213,0.3699
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_13_SGNS_historicalVAD,0.5186,0.0,0.3437,0.0005,0.2426,0.015,0.3683
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_14_SGNS_historicalVAD,0.4504,0.0,0.3499,0.0004,0.2511,0.0117,0.3504
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_15_SGNS_historicalVAD,0.53,0.0,0.2735,0.0059,0.2649,0.0077,0.3561
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_16_SGNS_historicalVAD,0.5246,0.0,0.417,0.0,0.2291,0.0218,0.3903
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_17_SGNS_historicalVAD,0.5403,0.0,0.3859,0.0001,0.1938,0.0534,0.3734
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_18_SGNS_historicalVAD,0.5632,0.0,0.3237,0.001,0.3012,0.0023,0.396
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_19_SGNS_historicalVAD,0.5293,0.0,0.3963,0.0,0.2148,0.0319,0.3801
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_1_SGNS_historicalVAD,0.5372,0.0,0.287,0.0038,0.2739,0.0058,0.366
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_20_SGNS_historicalVAD,0.5239,0.0,0.4218,0.0,0.251,0.0118,0.3989
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_21_SGNS_historicalVAD,0.527,0.0,0.3713,0.0001,0.2419,0.0153,0.3801
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_22_SGNS_historicalVAD,0.5089,0.0,0.4942,0.0,0.3017,0.0023,0.4349
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_23_SGNS_historicalVAD,0.4787,0.0,0.439,0.0,0.2929,0.0031,0.4035
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_24_SGNS_historicalVAD,0.5167,0.0,0.4245,0.0,0.2822,0.0044,0.4078
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_25_SGNS_historicalVAD,0.5093,0.0,0.451,0.0,0.1847,0.0658,0.3817
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_26_SGNS_historicalVAD,0.5093,0.0,0.3365,0.0006,0.2748,0.0057,0.3735
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_27_SGNS_historicalVAD,0.5818,0.0,0.3451,0.0004,0.2717,0.0062,0.3995
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_28_SGNS_historicalVAD,0.5221,0.0,0.3829,0.0001,0.2713,0.0063,0.3921
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_29_SGNS_historicalVAD,0.4931,0.0,0.4029,0.0,0.2697,0.0067,0.3886
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_2_SGNS_historicalVAD,0.514,0.0,0.4799,0.0,0.2473,0.0131,0.4137
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_30_SGNS_historicalVAD,0.5126,0.0,0.33,0.0008,0.2668,0.0073,0.3698
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_31_SGNS_historicalVAD,0.5347,0.0,0.3393,0.0006,0.1992,0.0469,0.3578
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_32_SGNS_historicalVAD,0.5243,0.0,0.3893,0.0001,0.2301,0.0213,0.3812
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_33_SGNS_historicalVAD,0.4469,0.0,0.3883,0.0001,0.1756,0.0805,0.3369
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_34_SGNS_historicalVAD,0.4652,0.0,0.3594,0.0002,0.2116,0.0346,0.3454
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_35_SGNS_historicalVAD,0.5298,0.0,0.298,0.0026,0.331,0.0008,0.3863
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_36_SGNS_historicalVAD,0.532,0.0,0.3861,0.0001,0.2157,0.0312,0.3779
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_37_SGNS_historicalVAD,0.4915,0.0,0.3779,0.0001,0.3015,0.0023,0.3903
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_38_SGNS_historicalVAD,0.5626,0.0,0.3952,0.0,0.2953,0.0029,0.4177
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_39_SGNS_historicalVAD,0.4709,0.0,0.3907,0.0001,0.2308,0.0209,0.3641
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_3_SGNS_historicalVAD,0.5093,0.0,0.3655,0.0002,0.2545,0.0106,0.3765
HistoricalVAD\SGNS_LinearRegression\Warriner2000\Warriner_2000_40_SGNS_historicalVAD,0.5163,0.0,0.3051,0.002,0.299,0.0025,0.3735
